Index,L1,L2,L1_02
4339_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4340_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4341_ADT,T cell,CD8 Naive,T cell_ADT
4342_ADT,T cell,CD4 Naive,T cell_ADT
4343_ADT,T cell,CD4 Naive,T cell_ADT
4344_ADT,T cell,CD8 Naive,T cell_ADT
4345_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4346_ADT,B cell,Memory B,B cell_ADT
4347_ADT,T cell,CD8 Naive,T cell_ADT
4348_ADT,Progenitor cells,HSC,Progenitor cells_ADT
4349_ADT,T cell,CD4 Memory,T cell_ADT
4350_ADT,T cell,CD4 Memory,T cell_ADT
4351_ADT,T cell,CD4 Memory,T cell_ADT
4352_ADT,T cell,CD4 Memory,T cell_ADT
4353_ADT,T cell,MAIT,T cell_ADT
4354_ADT,T cell,CD4 Naive,T cell_ADT
4355_ADT,T cell,CD4 Naive,T cell_ADT
4356_ADT,B cell,Naive B,B cell_ADT
4357_ADT,NK,NK,NK_ADT
4358_ADT,NK,NK,NK_ADT
4359_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4360_ADT,T cell,CD4 Memory,T cell_ADT
4361_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4362_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4363_ADT,NK,NK,NK_ADT
4364_ADT,T cell,CD8 Naive,T cell_ADT
4365_ADT,T cell,CD4 Memory,T cell_ADT
4366_ADT,B cell,Naive B,B cell_ADT
4367_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4368_ADT,T cell,CD4 Naive,T cell_ADT
4369_ADT,T cell,CD4 Naive,T cell_ADT
4370_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4371_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4372_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4373_ADT,T cell,Treg,T cell_ADT
4374_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
4375_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4376_ADT,T cell,CD8 Naive,T cell_ADT
4377_ADT,T cell,gdT,T cell_ADT
4378_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4379_ADT,T cell,CD8 Naive,T cell_ADT
4380_ADT,T cell,CD4 Naive,T cell_ADT
4381_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4382_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4383_ADT,T cell,gdT,T cell_ADT
4384_ADT,T cell,CD8 Naive,T cell_ADT
4385_ADT,T cell,CD4 Naive,T cell_ADT
4386_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4387_ADT,T cell,CD8 Naive,T cell_ADT
4388_ADT,NK,NK,NK_ADT
4389_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4390_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4391_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4392_ADT,T cell,CD8 Naive,T cell_ADT
4393_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4394_ADT,NK,NK,NK_ADT
4395_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4396_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4397_ADT,T cell,CD8 Naive,T cell_ADT
4398_ADT,T cell,CD4 Memory,T cell_ADT
4399_ADT,T cell,CD4 Naive,T cell_ADT
4400_ADT,B cell,Memory B,B cell_ADT
4401_ADT,T cell,CD4 Memory,T cell_ADT
4402_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4403_ADT,Mono/DC,pDC,Mono/DC_ADT
4404_ADT,T cell,CD4 Memory,T cell_ADT
4405_ADT,NK,NK,NK_ADT
4406_ADT,T cell,Treg,T cell_ADT
4407_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4408_ADT,T cell,CD4 Memory,T cell_ADT
4409_ADT,T cell,CD4 Naive,T cell_ADT
4410_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4411_ADT,T cell,CD8 Naive,T cell_ADT
4412_ADT,T cell,CD8 Effector_1,T cell_ADT
4413_ADT,T cell,CD8 Effector_2,T cell_ADT
4414_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4415_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4416_ADT,NK,CD56 bright NK,NK_ADT
4417_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4418_ADT,B cell,Naive B,B cell_ADT
4419_ADT,T cell,CD4 Naive,T cell_ADT
4420_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4421_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4422_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4423_ADT,T cell,CD8 Naive,T cell_ADT
4424_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4425_ADT,T cell,CD8 Naive,T cell_ADT
4426_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4427_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4428_ADT,T cell,CD4 Memory,T cell_ADT
4429_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4430_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4431_ADT,T cell,CD4 Memory,T cell_ADT
4432_ADT,B cell,Naive B,B cell_ADT
4433_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
4434_ADT,T cell,CD8 Memory_2,T cell_ADT
4435_ADT,T cell,CD4 Memory,T cell_ADT
4436_ADT,T cell,CD8 Naive,T cell_ADT
4437_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4438_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4439_ADT,T cell,CD4 Naive,T cell_ADT
4440_ADT,T cell,CD8 Naive,T cell_ADT
4441_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4442_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4443_ADT,T cell,CD4 Naive,T cell_ADT
4444_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
4445_ADT,T cell,CD8 Memory_2,T cell_ADT
4446_ADT,T cell,CD4 Memory,T cell_ADT
4447_ADT,B cell,Memory B,B cell_ADT
4448_ADT,T cell,CD4 Memory,T cell_ADT
4449_ADT,T cell,CD8 Naive,T cell_ADT
4450_ADT,B cell,Naive B,B cell_ADT
4451_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4452_ADT,T cell,CD8 Naive,T cell_ADT
4453_ADT,NK,NK,NK_ADT
4454_ADT,T cell,CD4 Naive,T cell_ADT
4455_ADT,T cell,CD4 Naive,T cell_ADT
4456_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4457_ADT,B cell,Memory B,B cell_ADT
4458_ADT,NK,NK,NK_ADT
4459_ADT,T cell,CD4 Naive,T cell_ADT
4460_ADT,B cell,Naive B,B cell_ADT
4461_ADT,B cell,Memory B,B cell_ADT
4462_ADT,T cell,CD4 Memory,T cell_ADT
4463_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4464_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4465_ADT,B cell,Plasmablast,B cell_ADT
4466_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4467_ADT,T cell,CD4 Naive,T cell_ADT
4468_ADT,T cell,CD8 Naive,T cell_ADT
4469_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4470_ADT,B cell,Plasmablast,B cell_ADT
4471_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4472_ADT,B cell,Naive B,B cell_ADT
4473_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4474_ADT,T cell,CD8 Effector_1,T cell_ADT
4475_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4476_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4477_ADT,T cell,MAIT,T cell_ADT
4478_ADT,T cell,CD4 Memory,T cell_ADT
4479_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4480_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4481_ADT,B cell,Memory B,B cell_ADT
4482_ADT,T cell,CD8 Memory_2,T cell_ADT
4483_ADT,T cell,CD4 Naive,T cell_ADT
4484_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4485_ADT,T cell,CD4 Memory,T cell_ADT
4486_ADT,B cell,Naive B,B cell_ADT
4487_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4488_ADT,NK,NK,NK_ADT
4489_ADT,T cell,CD4 Memory,T cell_ADT
4490_ADT,Mono/DC,pDC,Mono/DC_ADT
4491_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4492_ADT,T cell,MAIT,T cell_ADT
4493_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4494_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4495_ADT,T cell,CD4 Memory,T cell_ADT
4496_ADT,T cell,CD4 Naive,T cell_ADT
4497_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4498_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4499_ADT,T cell,CD8 Effector_1,T cell_ADT
4500_ADT,B cell,Naive B,B cell_ADT
4501_ADT,T cell,CD4 Naive,T cell_ADT
4502_ADT,T cell,CD8 Naive,T cell_ADT
4503_ADT,T cell,CD4 Naive,T cell_ADT
4504_ADT,T cell,CD8 Naive,T cell_ADT
4505_ADT,T cell,CD4 Memory,T cell_ADT
4506_ADT,T cell,CD8 Naive,T cell_ADT
4507_ADT,T cell,CD4 Memory,T cell_ADT
4508_ADT,NK,NK,NK_ADT
4509_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4510_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4511_ADT,T cell,CD4 Naive,T cell_ADT
4512_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4513_ADT,B cell,Plasmablast,B cell_ADT
4514_ADT,T cell,CD8 Naive,T cell_ADT
4515_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4516_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4517_ADT,T cell,CD4 Memory,T cell_ADT
4518_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4519_ADT,T cell,CD8 Naive,T cell_ADT
4520_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4521_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4522_ADT,T cell,CD8 Naive,T cell_ADT
4523_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4524_ADT,T cell,gdT,T cell_ADT
4525_ADT,T cell,CD4 Naive,T cell_ADT
4526_ADT,B cell,Naive B,B cell_ADT
4527_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4528_ADT,Mono/DC,pDC,Mono/DC_ADT
4529_ADT,T cell,CD8 Naive,T cell_ADT
4530_ADT,T cell,CD8 Naive,T cell_ADT
4531_ADT,T cell,CD4 Memory,T cell_ADT
4532_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4533_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4534_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4535_ADT,T cell,CD4 Memory,T cell_ADT
4536_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4537_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4538_ADT,Mono/DC,pDC,Mono/DC_ADT
4539_ADT,T cell,CD8 Effector_1,T cell_ADT
4540_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4541_ADT,B cell,Memory B,B cell_ADT
4542_ADT,T cell,CD4 Memory,T cell_ADT
4543_ADT,T cell,CD4 Memory,T cell_ADT
4544_ADT,B cell,Memory B,B cell_ADT
4545_ADT,B cell,Memory B,B cell_ADT
4546_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4547_ADT,T cell,gdT,T cell_ADT
4548_ADT,T cell,CD4 Naive,T cell_ADT
4549_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4550_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4551_ADT,B cell,Plasmablast,B cell_ADT
4552_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4553_ADT,T cell,CD4 Memory,T cell_ADT
4554_ADT,T cell,MAIT,T cell_ADT
4555_ADT,T cell,CD8 Naive,T cell_ADT
4556_ADT,T cell,CD8 Naive,T cell_ADT
4557_ADT,T cell,CD8 Naive,T cell_ADT
4558_ADT,NK,NK,NK_ADT
4559_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4560_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4561_ADT,B cell,Plasmablast,B cell_ADT
4562_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4563_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4564_ADT,NK,NK,NK_ADT
4565_ADT,T cell,CD4 Memory,T cell_ADT
4566_ADT,B cell,Naive B,B cell_ADT
4567_ADT,Mono/DC,pDC,Mono/DC_ADT
4568_ADT,T cell,CD8 Naive,T cell_ADT
4569_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4570_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4571_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4572_ADT,T cell,CD4 Memory,T cell_ADT
4573_ADT,B cell,Memory B,B cell_ADT
4574_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4575_ADT,T cell,MAIT,T cell_ADT
4576_ADT,B cell,Memory B,B cell_ADT
4577_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4578_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4579_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4580_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4581_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4582_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4583_ADT,B cell,Naive B,B cell_ADT
4584_ADT,T cell,CD4 Naive,T cell_ADT
4585_ADT,T cell,CD8 Effector_1,T cell_ADT
4586_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4587_ADT,B cell,Naive B,B cell_ADT
4588_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4589_ADT,T cell,CD8 Memory_1,T cell_ADT
4590_ADT,T cell,CD4 Naive,T cell_ADT
4591_ADT,T cell,CD4 Naive,T cell_ADT
4592_ADT,T cell,CD4 Naive,T cell_ADT
4593_ADT,Mono/DC,pDC,Mono/DC_ADT
4594_ADT,B cell,Naive B,B cell_ADT
4595_ADT,T cell,CD4 Naive,T cell_ADT
4596_ADT,B cell,Memory B,B cell_ADT
4597_ADT,T cell,CD4 Naive,T cell_ADT
4598_ADT,T cell,CD4 Naive,T cell_ADT
4599_ADT,B cell,Naive B,B cell_ADT
4600_ADT,T cell,CD4 Naive,T cell_ADT
4601_ADT,T cell,CD8 Effector_2,T cell_ADT
4602_ADT,T cell,CD8 Memory_1,T cell_ADT
4603_ADT,B cell,Naive B,B cell_ADT
4604_ADT,T cell,CD4 Naive,T cell_ADT
4605_ADT,B cell,Memory B,B cell_ADT
4606_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4607_ADT,B cell,Naive B,B cell_ADT
4608_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4609_ADT,T cell,CD8 Memory_2,T cell_ADT
4610_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4611_ADT,T cell,CD4 Naive,T cell_ADT
4612_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
4613_ADT,B cell,Naive B,B cell_ADT
4614_ADT,T cell,CD8 Memory_1,T cell_ADT
4615_ADT,Mono/DC,pDC,Mono/DC_ADT
4616_ADT,T cell,gdT,T cell_ADT
4617_ADT,T cell,CD4 Naive,T cell_ADT
4618_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4619_ADT,B cell,Plasmablast,B cell_ADT
4620_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4621_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4622_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4623_ADT,T cell,CD8 Naive,T cell_ADT
4624_ADT,B cell,Naive B,B cell_ADT
4625_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4626_ADT,T cell,CD4 Naive,T cell_ADT
4627_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4628_ADT,T cell,CD4 Naive,T cell_ADT
4629_ADT,B cell,Naive B,B cell_ADT
4630_ADT,NK,NK,NK_ADT
4631_ADT,T cell,CD4 Naive,T cell_ADT
4632_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4633_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4634_ADT,T cell,CD4 Naive,T cell_ADT
4635_ADT,T cell,gdT,T cell_ADT
4636_ADT,T cell,CD4 Naive,T cell_ADT
4637_ADT,T cell,CD8 Naive,T cell_ADT
4638_ADT,T cell,CD4 Memory,T cell_ADT
4639_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4640_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4641_ADT,T cell,CD4 Memory,T cell_ADT
4642_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4643_ADT,T cell,CD4 Memory,T cell_ADT
4644_ADT,B cell,Memory B,B cell_ADT
4645_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4646_ADT,Progenitor cells,HSC,Progenitor cells_ADT
4647_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4648_ADT,T cell,CD4 Naive,T cell_ADT
4649_ADT,T cell,CD4 Naive,T cell_ADT
4650_ADT,T cell,CD4 Naive,T cell_ADT
4651_ADT,B cell,Memory B,B cell_ADT
4652_ADT,T cell,CD8 Naive,T cell_ADT
4653_ADT,T cell,CD8 Naive,T cell_ADT
4654_ADT,T cell,CD4 Naive,T cell_ADT
4655_ADT,T cell,CD8 Effector_1,T cell_ADT
4656_ADT,T cell,CD4 Naive,T cell_ADT
4657_ADT,NK,NK,NK_ADT
4658_ADT,T cell,CD8 Naive,T cell_ADT
4659_ADT,B cell,Naive B,B cell_ADT
4660_ADT,T cell,CD4 Naive,T cell_ADT
4661_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4662_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4663_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4664_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
4665_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4666_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
4667_ADT,T cell,CD4 Naive,T cell_ADT
4668_ADT,T cell,CD8 Naive,T cell_ADT
4669_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4670_ADT,T cell,CD8 Effector_2,T cell_ADT
4671_ADT,T cell,CD4 Memory,T cell_ADT
4672_ADT,NK,NK,NK_ADT
4673_ADT,T cell,CD8 Memory_2,T cell_ADT
4674_ADT,B cell,Memory B,B cell_ADT
4675_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4676_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4677_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4678_ADT,T cell,CD8 Naive,T cell_ADT
4679_ADT,NK,NK,NK_ADT
4680_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4681_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4682_ADT,B cell,Memory B,B cell_ADT
4683_ADT,T cell,CD8 Naive,T cell_ADT
4684_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4685_ADT,T cell,CD8 Naive,T cell_ADT
4686_ADT,T cell,CD4 Memory,T cell_ADT
4687_ADT,T cell,Treg,T cell_ADT
4688_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
4689_ADT,T cell,CD4 Naive,T cell_ADT
4690_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4691_ADT,T cell,CD4 Memory,T cell_ADT
4692_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4693_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4694_ADT,T cell,CD4 Naive,T cell_ADT
4695_ADT,Progenitor cells,HSC,Progenitor cells_ADT
4696_ADT,T cell,CD4 Memory,T cell_ADT
4697_ADT,T cell,CD8 Naive,T cell_ADT
4698_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
4699_ADT,B cell,Naive B,B cell_ADT
4700_ADT,T cell,CD8 Naive,T cell_ADT
4701_ADT,T cell,CD4 Naive,T cell_ADT
4702_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4703_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4704_ADT,B cell,Naive B,B cell_ADT
4705_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4706_ADT,B cell,Naive B,B cell_ADT
4707_ADT,T cell,CD4 Memory,T cell_ADT
4708_ADT,T cell,CD8 Naive,T cell_ADT
4709_ADT,T cell,CD4 Naive,T cell_ADT
4710_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4711_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4712_ADT,Mono/DC,pDC,Mono/DC_ADT
4713_ADT,B cell,Memory B,B cell_ADT
4714_ADT,NK,NK,NK_ADT
4715_ADT,T cell,CD4 Naive,T cell_ADT
4716_ADT,T cell,CD4 Naive,T cell_ADT
4717_ADT,T cell,CD4 Memory,T cell_ADT
4718_ADT,T cell,CD8 Naive,T cell_ADT
4719_ADT,T cell,CD8 Naive,T cell_ADT
4720_ADT,T cell,CD4 Naive,T cell_ADT
4721_ADT,B cell,Memory B,B cell_ADT
4722_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4723_ADT,B cell,Memory B,B cell_ADT
4724_ADT,T cell,CD8 Naive,T cell_ADT
4725_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4726_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4727_ADT,B cell,Naive B,B cell_ADT
4728_ADT,T cell,gdT,T cell_ADT
4729_ADT,T cell,CD8 Naive,T cell_ADT
4730_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4731_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4732_ADT,T cell,CD4 Naive,T cell_ADT
4733_ADT,T cell,CD8 Naive,T cell_ADT
4734_ADT,T cell,CD8 Naive,T cell_ADT
4735_ADT,T cell,CD4 Naive,T cell_ADT
4736_ADT,T cell,CD8 Naive,T cell_ADT
4737_ADT,T cell,CD4 Memory,T cell_ADT
4738_ADT,T cell,CD4 Memory,T cell_ADT
4739_ADT,B cell,Naive B,B cell_ADT
4740_ADT,NK,NK,NK_ADT
4741_ADT,T cell,CD8 Naive,T cell_ADT
4742_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4743_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4744_ADT,B cell,Memory B,B cell_ADT
4745_ADT,T cell,CD4 Memory,T cell_ADT
4746_ADT,Mono/DC,cDC2,Mono/DC_ADT
4747_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4748_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4749_ADT,T cell,CD4 Naive,T cell_ADT
4750_ADT,B cell,Naive B,B cell_ADT
4751_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4752_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4753_ADT,B cell,Memory B,B cell_ADT
4754_ADT,NK,NK,NK_ADT
4755_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4756_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4757_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4758_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4759_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
4760_ADT,B cell,Memory B,B cell_ADT
4761_ADT,T cell,CD4 Naive,T cell_ADT
4762_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4763_ADT,T cell,gdT,T cell_ADT
4764_ADT,Mono/DC,cDC2,Mono/DC_ADT
4765_ADT,T cell,MAIT,T cell_ADT
4766_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
4767_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4768_ADT,NK,NK,NK_ADT
4769_ADT,T cell,CD4 Naive,T cell_ADT
4770_ADT,T cell,CD4 Memory,T cell_ADT
4771_ADT,T cell,CD4 Naive,T cell_ADT
4772_ADT,B cell,Memory B,B cell_ADT
4773_ADT,T cell,CD8 Memory_2,T cell_ADT
4774_ADT,B cell,Memory B,B cell_ADT
4775_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4776_ADT,Progenitor cells,HSC,Progenitor cells_ADT
4777_ADT,T cell,CD8 Naive,T cell_ADT
4778_ADT,T cell,MAIT,T cell_ADT
4779_ADT,T cell,CD8 Effector_1,T cell_ADT
4780_ADT,B cell,Memory B,B cell_ADT
4781_ADT,T cell,CD4 Naive,T cell_ADT
4782_ADT,T cell,CD4 Memory,T cell_ADT
4783_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4784_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4785_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4786_ADT,T cell,Treg,T cell_ADT
4787_ADT,T cell,CD4 Naive,T cell_ADT
4788_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4789_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
4790_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4791_ADT,T cell,CD4 Naive,T cell_ADT
4792_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4793_ADT,B cell,Memory B,B cell_ADT
4794_ADT,B cell,Naive B,B cell_ADT
4795_ADT,T cell,CD4 Memory,T cell_ADT
4796_ADT,T cell,CD8 Naive,T cell_ADT
4797_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
4798_ADT,T cell,CD8 Memory_2,T cell_ADT
4799_ADT,T cell,CD8 Effector_1,T cell_ADT
4800_ADT,T cell,CD4 Memory,T cell_ADT
4801_ADT,NK,NK,NK_ADT
4802_ADT,T cell,gdT,T cell_ADT
4803_ADT,B cell,Memory B,B cell_ADT
4804_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4805_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4806_ADT,Progenitor cells,GMP,Progenitor cells_ADT
4807_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4808_ADT,T cell,CD4 Memory,T cell_ADT
4809_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4810_ADT,T cell,CD4 Memory,T cell_ADT
4811_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4812_ADT,T cell,CD4 Naive,T cell_ADT
4813_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4814_ADT,B cell,Memory B,B cell_ADT
4815_ADT,T cell,gdT,T cell_ADT
4816_ADT,T cell,CD4 Naive,T cell_ADT
4817_ADT,T cell,CD8 Naive,T cell_ADT
4818_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4819_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
4820_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
4821_ADT,T cell,CD8 Memory_2,T cell_ADT
4822_ADT,T cell,CD4 Naive,T cell_ADT
4823_ADT,T cell,CD8 Naive,T cell_ADT
4824_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
4825_ADT,B cell,Naive B,B cell_ADT
4826_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
4827_ADT,T cell,CD4 Memory,T cell_ADT
4828_ADT,T cell,Treg,T cell_ADT
