Index,Flag,L1,L2,L1_02
6451_RNA,1,T cell,CD8 Naive,T cell_RNA
6453_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6454_RNA,1,T cell,CD4 Memory,T cell_RNA
6455_RNA,1,T cell,CD4 Naive,T cell_RNA
6457_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6458_RNA,1,T cell,CD8 Naive,T cell_RNA
6462_RNA,1,T cell,CD8 Naive,T cell_RNA
6469_RNA,1,T cell,CD4 Naive,T cell_RNA
6472_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6473_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
6474_RNA,1,T cell,CD4 Naive,T cell_RNA
6476_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6482_RNA,1,T cell,MAIT,T cell_RNA
6484_RNA,1,T cell,CD4 Naive,T cell_RNA
6485_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
6486_RNA,1,T cell,CD4 Memory,T cell_RNA
6487_RNA,1,T cell,MAIT,T cell_RNA
6489_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6491_RNA,1,T cell,CD4 Naive,T cell_RNA
6497_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
6501_RNA,1,T cell,CD8 Naive,T cell_RNA
6505_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6506_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6508_RNA,1,B cell,Memory B,B cell_RNA
6509_RNA,1,NK,NK,NK_RNA
6511_RNA,1,B cell,Memory B,B cell_RNA
6513_RNA,1,T cell,CD8 Naive,T cell_RNA
6514_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6515_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
6516_RNA,1,T cell,CD4 Memory,T cell_RNA
6518_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
6520_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6521_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6524_RNA,1,NK,NK,NK_RNA
6528_RNA,1,T cell,CD4 Memory,T cell_RNA
6529_RNA,1,T cell,CD8 Naive,T cell_RNA
6530_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6531_RNA,1,NK,NK,NK_RNA
6532_RNA,1,T cell,CD8 Naive,T cell_RNA
6534_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6535_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6538_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
6539_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6540_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6541_RNA,1,T cell,CD8 Memory_2,T cell_RNA
6543_RNA,1,T cell,CD8 Memory_1,T cell_RNA
6545_RNA,1,T cell,CD4 Memory,T cell_RNA
6546_RNA,1,T cell,CD4 Memory,T cell_RNA
6549_RNA,1,T cell,Treg,T cell_RNA
6555_RNA,1,B cell,Naive B,B cell_RNA
6558_RNA,1,T cell,CD8 Naive,T cell_RNA
6559_RNA,1,T cell,CD8 Naive,T cell_RNA
6561_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6562_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6563_RNA,1,T cell,CD8 Naive,T cell_RNA
6568_RNA,1,T cell,MAIT,T cell_RNA
6569_RNA,1,T cell,CD4 Naive,T cell_RNA
6570_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6571_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
6572_RNA,1,T cell,CD8 Naive,T cell_RNA
6576_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6579_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6580_RNA,1,T cell,CD8 Naive,T cell_RNA
6582_RNA,1,T cell,CD4 Naive,T cell_RNA
6583_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6584_RNA,1,T cell,CD4 Naive,T cell_RNA
6586_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6587_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6588_RNA,1,B cell,Naive B,B cell_RNA
6589_RNA,1,T cell,CD4 Naive,T cell_RNA
6590_RNA,1,B cell,Naive B,B cell_RNA
6591_RNA,1,T cell,CD8 Naive,T cell_RNA
6592_RNA,1,T cell,CD4 Naive,T cell_RNA
6595_RNA,1,NK,NK,NK_RNA
6596_RNA,1,NK,NK,NK_RNA
6597_RNA,1,T cell,CD8 Naive,T cell_RNA
6601_RNA,1,B cell,Naive B,B cell_RNA
6604_RNA,1,T cell,CD8 Naive,T cell_RNA
6608_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6610_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6611_RNA,1,T cell,CD4 Memory,T cell_RNA
6612_RNA,1,T cell,CD4 Naive,T cell_RNA
6618_RNA,1,T cell,CD8 Naive,T cell_RNA
6621_RNA,1,T cell,CD8 Naive,T cell_RNA
6622_RNA,1,B cell,Memory B,B cell_RNA
6624_RNA,1,B cell,Naive B,B cell_RNA
6625_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
6626_RNA,1,T cell,CD4 Naive,T cell_RNA
6629_RNA,1,T cell,CD8 Naive,T cell_RNA
6631_RNA,1,T cell,CD4 Memory,T cell_RNA
6635_RNA,1,T cell,CD4 Naive,T cell_RNA
6636_RNA,1,T cell,CD8 Memory_1,T cell_RNA
6644_RNA,1,NK,NK,NK_RNA
6646_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6648_RNA,1,T cell,gdT,T cell_RNA
6649_RNA,1,T cell,MAIT,T cell_RNA
6651_RNA,1,NK,NK,NK_RNA
6652_RNA,1,T cell,CD4 Memory,T cell_RNA
6653_RNA,1,B cell,Memory B,B cell_RNA
6658_RNA,1,B cell,Memory B,B cell_RNA
6659_RNA,1,T cell,CD8 Naive,T cell_RNA
6660_RNA,1,T cell,CD8 Naive,T cell_RNA
6661_RNA,1,T cell,CD4 Naive,T cell_RNA
6664_RNA,1,T cell,CD8 Naive,T cell_RNA
6668_RNA,1,NK,NK,NK_RNA
6669_RNA,1,T cell,CD4 Naive,T cell_RNA
6670_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
6673_RNA,1,T cell,MAIT,T cell_RNA
6674_RNA,1,NK,NK,NK_RNA
6680_RNA,1,T cell,CD4 Naive,T cell_RNA
6683_RNA,1,T cell,CD8 Naive,T cell_RNA
6684_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6687_RNA,1,T cell,CD8 Naive,T cell_RNA
6692_RNA,1,NK,NK,NK_RNA
6694_RNA,1,B cell,Naive B,B cell_RNA
6695_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6697_RNA,1,T cell,CD8 Naive,T cell_RNA
6699_RNA,1,T cell,CD8 Naive,T cell_RNA
6701_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
6703_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6705_RNA,1,T cell,CD8 Effector_2,T cell_RNA
6707_RNA,1,T cell,CD4 Naive,T cell_RNA
6708_RNA,1,T cell,CD4 Memory,T cell_RNA
6710_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6714_RNA,1,B cell,Naive B,B cell_RNA
6716_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6717_RNA,1,T cell,CD8 Naive,T cell_RNA
6721_RNA,1,T cell,CD8 Naive,T cell_RNA
6724_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6725_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6726_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6728_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6729_RNA,1,B cell,Memory B,B cell_RNA
6731_RNA,1,T cell,CD8 Effector_1,T cell_RNA
6736_RNA,1,T cell,CD8 Effector_2,T cell_RNA
6740_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
6743_RNA,1,B cell,Memory B,B cell_RNA
6744_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6746_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6750_RNA,1,T cell,MAIT,T cell_RNA
6751_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6752_RNA,1,T cell,Treg,T cell_RNA
6754_RNA,1,B cell,Memory B,B cell_RNA
6759_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6760_RNA,1,T cell,CD4 Memory,T cell_RNA
6762_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6764_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6765_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
6768_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6769_RNA,1,T cell,CD8 Naive,T cell_RNA
6770_RNA,1,T cell,Treg,T cell_RNA
6772_RNA,1,T cell,CD8 Naive,T cell_RNA
6773_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6774_RNA,1,T cell,CD8 Memory_1,T cell_RNA
6782_RNA,1,T cell,CD4 Naive,T cell_RNA
6783_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
6785_RNA,1,T cell,CD4 Memory,T cell_RNA
6786_RNA,1,T cell,CD8 Naive,T cell_RNA
6787_RNA,1,T cell,CD8 Naive,T cell_RNA
6789_RNA,1,T cell,CD8 Memory_1,T cell_RNA
6790_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6791_RNA,1,T cell,CD8 Effector_1,T cell_RNA
6794_RNA,1,T cell,CD4 Naive,T cell_RNA
6799_RNA,1,T cell,CD4 Memory,T cell_RNA
6802_RNA,1,T cell,CD4 Memory,T cell_RNA
6805_RNA,1,B cell,Memory B,B cell_RNA
6806_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
6807_RNA,1,T cell,CD4 Naive,T cell_RNA
6809_RNA,1,T cell,CD4 Naive,T cell_RNA
6810_RNA,1,B cell,Memory B,B cell_RNA
6811_RNA,1,T cell,CD4 Naive,T cell_RNA
6812_RNA,1,T cell,gdT,T cell_RNA
6813_RNA,1,T cell,CD4 Naive,T cell_RNA
6815_RNA,1,T cell,MAIT,T cell_RNA
6816_RNA,1,T cell,CD8 Naive,T cell_RNA
6817_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6818_RNA,1,T cell,CD8 Naive,T cell_RNA
6819_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6827_RNA,1,B cell,Memory B,B cell_RNA
6829_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6832_RNA,1,T cell,CD8 Naive,T cell_RNA
6833_RNA,1,T cell,CD8 Effector_1,T cell_RNA
6834_RNA,1,T cell,CD4 Memory,T cell_RNA
6837_RNA,1,T cell,CD8 Naive,T cell_RNA
6838_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6839_RNA,1,T cell,CD8 Memory_2,T cell_RNA
6841_RNA,1,T cell,CD8 Effector_2,T cell_RNA
6843_RNA,1,T cell,CD4 Memory,T cell_RNA
6844_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6846_RNA,1,T cell,CD8 Effector_1,T cell_RNA
6847_RNA,1,T cell,CD4 Naive,T cell_RNA
6848_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6851_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6853_RNA,1,T cell,CD4 Memory,T cell_RNA
6855_RNA,1,B cell,Memory B,B cell_RNA
6859_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6862_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6865_RNA,1,T cell,CD4 Naive,T cell_RNA
6866_RNA,1,T cell,CD8 Effector_1,T cell_RNA
6868_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6869_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6871_RNA,1,Mono/DC,pDC,Mono/DC_RNA
6874_RNA,1,B cell,Naive B,B cell_RNA
6875_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6877_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
6879_RNA,1,B cell,Naive B,B cell_RNA
6880_RNA,1,NK,NK,NK_RNA
6881_RNA,1,T cell,CD4 Naive,T cell_RNA
6883_RNA,1,T cell,gdT,T cell_RNA
6884_RNA,1,T cell,CD8 Naive,T cell_RNA
6885_RNA,1,T cell,CD8 Naive,T cell_RNA
6886_RNA,1,T cell,CD4 Naive,T cell_RNA
6887_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6888_RNA,1,T cell,CD4 Memory,T cell_RNA
6889_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
6890_RNA,1,B cell,Naive B,B cell_RNA
6895_RNA,1,T cell,CD4 Memory,T cell_RNA
6896_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6901_RNA,1,T cell,CD8 Naive,T cell_RNA
6902_RNA,1,T cell,CD8 Naive,T cell_RNA
6903_RNA,1,T cell,CD8 Naive,T cell_RNA
6904_RNA,1,T cell,CD4 Memory,T cell_RNA
6907_RNA,1,T cell,CD4 Naive,T cell_RNA
6909_RNA,1,B cell,Memory B,B cell_RNA
6911_RNA,1,T cell,CD4 Naive,T cell_RNA
6912_RNA,1,T cell,CD4 Naive,T cell_RNA
6913_RNA,1,T cell,CD4 Naive,T cell_RNA
6914_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6916_RNA,1,T cell,CD8 Memory_1,T cell_RNA
6917_RNA,1,T cell,CD4 Naive,T cell_RNA
6919_RNA,1,T cell,CD8 Naive,T cell_RNA
6920_RNA,1,T cell,CD4 Memory,T cell_RNA
6921_RNA,1,NK,NK,NK_RNA
6922_RNA,1,B cell,Memory B,B cell_RNA
6924_RNA,1,T cell,CD4 Naive,T cell_RNA
6925_RNA,1,T cell,CD8 Naive,T cell_RNA
6926_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6927_RNA,1,T cell,CD4 Memory,T cell_RNA
6929_RNA,1,T cell,gdT,T cell_RNA
6931_RNA,1,T cell,CD4 Naive,T cell_RNA
6932_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6934_RNA,1,T cell,CD8 Effector_2,T cell_RNA
6935_RNA,1,T cell,CD8 Naive,T cell_RNA
6937_RNA,1,T cell,CD4 Memory,T cell_RNA
6940_RNA,1,T cell,CD4 Memory,T cell_RNA
6942_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6944_RNA,1,B cell,Memory B,B cell_RNA
6951_RNA,1,T cell,CD4 Naive,T cell_RNA
6952_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6953_RNA,1,T cell,CD4 Memory,T cell_RNA
6954_RNA,1,T cell,CD4 Naive,T cell_RNA
6956_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6957_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6963_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6964_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6965_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
6967_RNA,1,T cell,CD8 Memory_1,T cell_RNA
6969_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
6970_RNA,1,T cell,CD8 Effector_1,T cell_RNA
6976_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6977_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6979_RNA,1,NK,NK,NK_RNA
6981_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6983_RNA,1,T cell,CD4 Naive,T cell_RNA
6985_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6988_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6990_RNA,1,NK,NK,NK_RNA
6992_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
6993_RNA,1,B cell,Naive B,B cell_RNA
6994_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
6995_RNA,1,B cell,Plasmablast,B cell_RNA
6998_RNA,1,B cell,Naive B,B cell_RNA
7001_RNA,1,T cell,CD4 Memory,T cell_RNA
7004_RNA,1,B cell,Plasmablast,B cell_RNA
7005_RNA,1,T cell,CD8 Naive,T cell_RNA
7008_RNA,1,NK,NK,NK_RNA
7009_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7010_RNA,1,T cell,CD4 Naive,T cell_RNA
7012_RNA,1,T cell,CD8 Memory_1,T cell_RNA
7015_RNA,1,T cell,CD4 Memory,T cell_RNA
7019_RNA,1,T cell,CD4 Naive,T cell_RNA
7020_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7021_RNA,1,B cell,Naive B,B cell_RNA
7024_RNA,1,NK,NK,NK_RNA
7025_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7027_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
7028_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
7029_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7031_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
7034_RNA,1,T cell,CD8 Naive,T cell_RNA
7035_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7036_RNA,1,T cell,CD4 Memory,T cell_RNA
7038_RNA,1,T cell,CD8 Memory_1,T cell_RNA
7039_RNA,1,T cell,CD8 Effector_1,T cell_RNA
7042_RNA,1,T cell,CD4 Memory,T cell_RNA
7043_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7044_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7046_RNA,1,T cell,CD8 Naive,T cell_RNA
7050_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
7051_RNA,1,T cell,CD8 Effector_1,T cell_RNA
7053_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7054_RNA,1,T cell,CD4 Naive,T cell_RNA
7058_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
7066_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
7067_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7068_RNA,1,T cell,CD8 Memory_1,T cell_RNA
7069_RNA,1,T cell,CD8 Naive,T cell_RNA
7070_RNA,1,T cell,CD4 Memory,T cell_RNA
7071_RNA,1,T cell,CD4 Memory,T cell_RNA
7072_RNA,1,NK,NK,NK_RNA
7073_RNA,1,T cell,CD8 Naive,T cell_RNA
7075_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7076_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
7077_RNA,1,T cell,CD4 Naive,T cell_RNA
7081_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7085_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7087_RNA,1,B cell,Memory B,B cell_RNA
7088_RNA,1,B cell,Memory B,B cell_RNA
7090_RNA,1,T cell,CD4 Naive,T cell_RNA
7093_RNA,1,B cell,Memory B,B cell_RNA
7095_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7096_RNA,1,T cell,CD4 Naive,T cell_RNA
7100_RNA,1,T cell,CD4 Naive,T cell_RNA
7101_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7103_RNA,1,T cell,CD4 Memory,T cell_RNA
7104_RNA,1,B cell,Memory B,B cell_RNA
7105_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
7106_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7109_RNA,1,B cell,Memory B,B cell_RNA
7112_RNA,1,T cell,CD4 Memory,T cell_RNA
7114_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
7116_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7117_RNA,1,T cell,Treg,T cell_RNA
7118_RNA,1,T cell,CD4 Naive,T cell_RNA
7123_RNA,1,T cell,CD4 Memory,T cell_RNA
7124_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
7126_RNA,1,T cell,CD4 Naive,T cell_RNA
7127_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7129_RNA,1,T cell,CD4 Naive,T cell_RNA
7130_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7136_RNA,1,T cell,CD4 Naive,T cell_RNA
7137_RNA,1,T cell,CD4 Naive,T cell_RNA
7139_RNA,1,T cell,CD4 Naive,T cell_RNA
7142_RNA,1,B cell,Memory B,B cell_RNA
7143_RNA,1,T cell,Treg,T cell_RNA
7145_RNA,1,T cell,MAIT,T cell_RNA
7147_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
7149_RNA,1,T cell,CD8 Memory_2,T cell_RNA
7154_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7158_RNA,1,T cell,CD4 Memory,T cell_RNA
7160_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7164_RNA,1,B cell,Memory B,B cell_RNA
7165_RNA,1,T cell,CD8 Naive,T cell_RNA
7166_RNA,1,T cell,CD4 Naive,T cell_RNA
7167_RNA,1,T cell,CD4 Memory,T cell_RNA
7171_RNA,1,T cell,CD8 Naive,T cell_RNA
7172_RNA,1,B cell,Naive B,B cell_RNA
7173_RNA,1,T cell,CD4 Naive,T cell_RNA
7174_RNA,1,T cell,CD8 Effector_2,T cell_RNA
7176_RNA,1,T cell,CD4 Memory,T cell_RNA
7182_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7186_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
7187_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7188_RNA,1,T cell,CD4 Naive,T cell_RNA
7189_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7194_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7195_RNA,1,T cell,CD8 Naive,T cell_RNA
7196_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
7199_RNA,1,NK,NK,NK_RNA
7200_RNA,1,T cell,CD8 Naive,T cell_RNA
7206_RNA,1,Progenitor cells,Prog_B 1,Progenitor cells_RNA
7207_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7208_RNA,1,Mono/DC,pDC,Mono/DC_RNA
7209_RNA,1,T cell,CD4 Memory,T cell_RNA
7214_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
7219_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7221_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
7222_RNA,1,NK,CD56 bright NK,NK_RNA
7223_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7224_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
7225_RNA,1,T cell,CD4 Naive,T cell_RNA
7227_RNA,1,T cell,CD8 Naive,T cell_RNA
7229_RNA,1,T cell,CD4 Memory,T cell_RNA
7230_RNA,1,B cell,Naive B,B cell_RNA
7231_RNA,1,T cell,CD4 Memory,T cell_RNA
7232_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7234_RNA,1,T cell,CD4 Memory,T cell_RNA
7235_RNA,1,T cell,CD8 Naive,T cell_RNA
7237_RNA,1,T cell,CD4 Memory,T cell_RNA
7238_RNA,1,T cell,CD4 Naive,T cell_RNA
7239_RNA,1,T cell,CD8 Naive,T cell_RNA
7244_RNA,1,T cell,CD4 Memory,T cell_RNA
7246_RNA,1,T cell,CD4 Memory,T cell_RNA
7248_RNA,1,B cell,Naive B,B cell_RNA
7249_RNA,1,T cell,CD4 Memory,T cell_RNA
7252_RNA,1,T cell,CD4 Memory,T cell_RNA
7254_RNA,1,Mono/DC,pDC,Mono/DC_RNA
7255_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
7258_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7261_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
7262_RNA,1,T cell,CD8 Naive,T cell_RNA
7264_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7265_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7267_RNA,1,T cell,CD8 Naive,T cell_RNA
7268_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7269_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
7270_RNA,1,T cell,CD8 Naive,T cell_RNA
7272_RNA,1,T cell,Treg,T cell_RNA
7274_RNA,1,NK,NK,NK_RNA
7275_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7279_RNA,1,T cell,CD8 Naive,T cell_RNA
7280_RNA,1,T cell,CD8 Memory_2,T cell_RNA
7281_RNA,1,T cell,gdT,T cell_RNA
7282_RNA,1,Progenitor cells,Prog_B 1,Progenitor cells_RNA
7283_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7289_RNA,1,T cell,CD4 Memory,T cell_RNA
7290_RNA,1,T cell,CD4 Memory,T cell_RNA
7291_RNA,1,T cell,CD8 Memory_1,T cell_RNA
7292_RNA,1,T cell,CD4 Naive,T cell_RNA
7293_RNA,1,B cell,Naive B,B cell_RNA
7299_RNA,1,T cell,CD8 Naive,T cell_RNA
7300_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7301_RNA,1,T cell,CD8 Memory_2,T cell_RNA
7303_RNA,1,T cell,CD4 Naive,T cell_RNA
7305_RNA,1,T cell,CD8 Naive,T cell_RNA
7307_RNA,1,T cell,CD8 Naive,T cell_RNA
7308_RNA,1,T cell,CD8 Naive,T cell_RNA
7309_RNA,1,T cell,CD8 Effector_2,T cell_RNA
7310_RNA,1,T cell,CD4 Memory,T cell_RNA
7312_RNA,1,NK,NK,NK_RNA
7313_RNA,1,B cell,Memory B,B cell_RNA
7315_RNA,1,T cell,CD8 Memory_2,T cell_RNA
7316_RNA,1,T cell,CD8 Naive,T cell_RNA
7323_RNA,1,T cell,CD4 Memory,T cell_RNA
7324_RNA,1,T cell,CD4 Naive,T cell_RNA
7325_RNA,1,B cell,Naive B,B cell_RNA
7329_RNA,1,T cell,CD8 Naive,T cell_RNA
7332_RNA,1,T cell,CD8 Naive,T cell_RNA
7334_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7335_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
7336_RNA,1,T cell,Treg,T cell_RNA
7337_RNA,1,NK,NK,NK_RNA
7338_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7339_RNA,1,T cell,CD4 Naive,T cell_RNA
7340_RNA,1,T cell,CD8 Memory_2,T cell_RNA
7342_RNA,1,B cell,Naive B,B cell_RNA
7343_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7344_RNA,1,T cell,CD4 Memory,T cell_RNA
7346_RNA,1,T cell,CD4 Naive,T cell_RNA
7347_RNA,1,T cell,MAIT,T cell_RNA
7348_RNA,1,B cell,Naive B,B cell_RNA
7349_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7350_RNA,1,T cell,CD4 Naive,T cell_RNA
7351_RNA,1,T cell,CD4 Memory,T cell_RNA
7352_RNA,1,T cell,CD4 Naive,T cell_RNA
7353_RNA,1,T cell,MAIT,T cell_RNA
7358_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
7361_RNA,1,T cell,CD4 Naive,T cell_RNA
7362_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
7364_RNA,1,B cell,Memory B,B cell_RNA
7367_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
