Index,L1,L2,L1_02
3905_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3906_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3907_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3908_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
3909_RNA,T cell,CD8 Naive,T cell_RNA
3910_RNA,Mono/DC,pDC,Mono/DC_RNA
3911_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3912_RNA,B cell,Memory B,B cell_RNA
3913_RNA,T cell,CD4 Memory,T cell_RNA
3914_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
3915_RNA,T cell,CD8 Naive,T cell_RNA
3916_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
3917_RNA,T cell,CD4 Memory,T cell_RNA
3918_RNA,T cell,CD8 Naive,T cell_RNA
3919_RNA,T cell,CD8 Naive,T cell_RNA
3920_RNA,T cell,CD8 Naive,T cell_RNA
3921_RNA,T cell,CD8 Memory_2,T cell_RNA
3922_RNA,B cell,Naive B,B cell_RNA
3923_RNA,T cell,CD4 Naive,T cell_RNA
3924_RNA,T cell,CD4 Naive,T cell_RNA
3925_RNA,B cell,Memory B,B cell_RNA
3926_RNA,T cell,CD8 Naive,T cell_RNA
3927_RNA,T cell,CD4 Naive,T cell_RNA
3928_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3929_RNA,T cell,CD4 Memory,T cell_RNA
3930_RNA,B cell,Naive B,B cell_RNA
3931_RNA,B cell,Naive B,B cell_RNA
3932_RNA,T cell,CD8 Naive,T cell_RNA
3933_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
3934_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
3935_RNA,T cell,CD8 Naive,T cell_RNA
3936_RNA,T cell,CD8 Naive,T cell_RNA
3937_RNA,T cell,CD4 Naive,T cell_RNA
3938_RNA,T cell,CD4 Memory,T cell_RNA
3939_RNA,NK,NK,NK_RNA
3940_RNA,T cell,CD4 Memory,T cell_RNA
3941_RNA,T cell,CD4 Naive,T cell_RNA
3942_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3943_RNA,B cell,Naive B,B cell_RNA
3944_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3945_RNA,NK,NK,NK_RNA
3946_RNA,B cell,Memory B,B cell_RNA
3947_RNA,Mono/DC,pDC,Mono/DC_RNA
3948_RNA,T cell,CD4 Memory,T cell_RNA
3949_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3950_RNA,B cell,Memory B,B cell_RNA
3951_RNA,T cell,CD8 Naive,T cell_RNA
3952_RNA,T cell,CD4 Memory,T cell_RNA
3953_RNA,T cell,CD4 Naive,T cell_RNA
3954_RNA,Progenitor cells,GMP,Progenitor cells_RNA
3955_RNA,T cell,CD4 Naive,T cell_RNA
3956_RNA,T cell,CD4 Naive,T cell_RNA
3957_RNA,T cell,CD4 Naive,T cell_RNA
3958_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
3959_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
3960_RNA,T cell,CD8 Naive,T cell_RNA
3961_RNA,Progenitor cells,HSC,Progenitor cells_RNA
3962_RNA,T cell,CD8 Naive,T cell_RNA
3963_RNA,B cell,Memory B,B cell_RNA
3964_RNA,T cell,CD4 Naive,T cell_RNA
3965_RNA,T cell,CD4 Naive,T cell_RNA
3966_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3967_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
3968_RNA,Mono/DC,pDC,Mono/DC_RNA
3969_RNA,T cell,CD4 Memory,T cell_RNA
3970_RNA,NK,NK,NK_RNA
3971_RNA,T cell,gdT,T cell_RNA
3972_RNA,T cell,CD4 Memory,T cell_RNA
3973_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
3974_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3975_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3976_RNA,T cell,CD8 Naive,T cell_RNA
3977_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3978_RNA,T cell,CD4 Naive,T cell_RNA
3979_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3980_RNA,Mono/DC,pDC,Mono/DC_RNA
3981_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3982_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
3983_RNA,T cell,CD8 Memory_2,T cell_RNA
3984_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3985_RNA,T cell,CD4 Memory,T cell_RNA
3986_RNA,T cell,CD8 Memory_2,T cell_RNA
3987_RNA,T cell,CD8 Naive,T cell_RNA
3988_RNA,T cell,CD8 Naive,T cell_RNA
3989_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
3990_RNA,T cell,CD4 Naive,T cell_RNA
3991_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3992_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3993_RNA,NK,NK,NK_RNA
3994_RNA,T cell,CD8 Naive,T cell_RNA
3995_RNA,T cell,CD4 Memory,T cell_RNA
3996_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
3997_RNA,B cell,Naive B,B cell_RNA
3998_RNA,B cell,Memory B,B cell_RNA
3999_RNA,NK,NK,NK_RNA
4000_RNA,T cell,CD8 Naive,T cell_RNA
4001_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4002_RNA,T cell,CD4 Naive,T cell_RNA
4003_RNA,T cell,CD8 Memory_2,T cell_RNA
4004_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4005_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4006_RNA,T cell,CD4 Memory,T cell_RNA
4007_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4008_RNA,T cell,CD4 Naive,T cell_RNA
4009_RNA,T cell,CD4 Naive,T cell_RNA
4010_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4011_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4012_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4013_RNA,T cell,CD4 Naive,T cell_RNA
4014_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4015_RNA,B cell,Memory B,B cell_RNA
4016_RNA,B cell,Naive B,B cell_RNA
4017_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4018_RNA,T cell,CD8 Naive,T cell_RNA
4019_RNA,B cell,Naive B,B cell_RNA
4020_RNA,B cell,Naive B,B cell_RNA
4021_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4022_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
4023_RNA,T cell,CD4 Naive,T cell_RNA
4024_RNA,T cell,CD8 Naive,T cell_RNA
4025_RNA,T cell,CD4 Memory,T cell_RNA
4026_RNA,NK,NK,NK_RNA
4027_RNA,B cell,Naive B,B cell_RNA
4028_RNA,T cell,CD4 Naive,T cell_RNA
4029_RNA,T cell,CD4 Naive,T cell_RNA
4030_RNA,T cell,CD4 Memory,T cell_RNA
4031_RNA,B cell,Naive B,B cell_RNA
4032_RNA,T cell,CD4 Naive,T cell_RNA
4033_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4034_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4035_RNA,T cell,CD4 Memory,T cell_RNA
4036_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4037_RNA,T cell,MAIT,T cell_RNA
4038_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4039_RNA,T cell,CD8 Naive,T cell_RNA
4040_RNA,T cell,CD4 Naive,T cell_RNA
4041_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4042_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4043_RNA,Mono/DC,cDC2,Mono/DC_RNA
4044_RNA,T cell,CD4 Naive,T cell_RNA
4045_RNA,B cell,Naive B,B cell_RNA
4046_RNA,NK,NK,NK_RNA
4047_RNA,T cell,MAIT,T cell_RNA
4048_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4049_RNA,T cell,CD4 Naive,T cell_RNA
4050_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4051_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4052_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4053_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4054_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4055_RNA,T cell,CD4 Naive,T cell_RNA
4056_RNA,T cell,CD8 Memory_1,T cell_RNA
4057_RNA,T cell,CD4 Memory,T cell_RNA
4058_RNA,T cell,CD4 Naive,T cell_RNA
4059_RNA,T cell,MAIT,T cell_RNA
4060_RNA,T cell,CD4 Naive,T cell_RNA
4061_RNA,T cell,gdT,T cell_RNA
4062_RNA,T cell,CD8 Effector_2,T cell_RNA
4063_RNA,T cell,CD8 Naive,T cell_RNA
4064_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4065_RNA,B cell,Naive B,B cell_RNA
4066_RNA,Mono/DC,cDC2,Mono/DC_RNA
4067_RNA,T cell,CD8 Naive,T cell_RNA
4068_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4069_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4070_RNA,T cell,CD8 Naive,T cell_RNA
4071_RNA,T cell,CD8 Effector_1,T cell_RNA
4072_RNA,NK,NK,NK_RNA
4073_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4074_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4075_RNA,Mono/DC,cDC2,Mono/DC_RNA
4076_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4077_RNA,B cell,Naive B,B cell_RNA
4078_RNA,T cell,CD4 Naive,T cell_RNA
4079_RNA,T cell,CD8 Effector_2,T cell_RNA
4080_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4081_RNA,T cell,CD8 Naive,T cell_RNA
4082_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4083_RNA,T cell,CD4 Memory,T cell_RNA
4084_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4085_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4086_RNA,T cell,CD4 Memory,T cell_RNA
4087_RNA,NK,NK,NK_RNA
4088_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4089_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4090_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4091_RNA,T cell,gdT,T cell_RNA
4092_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4093_RNA,B cell,Naive B,B cell_RNA
4094_RNA,T cell,CD4 Memory,T cell_RNA
4095_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4096_RNA,T cell,CD8 Naive,T cell_RNA
4097_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4098_RNA,T cell,CD4 Memory,T cell_RNA
4099_RNA,T cell,CD8 Naive,T cell_RNA
4100_RNA,B cell,Naive B,B cell_RNA
4101_RNA,T cell,CD8 Naive,T cell_RNA
4102_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4103_RNA,B cell,Memory B,B cell_RNA
4104_RNA,T cell,CD8 Memory_1,T cell_RNA
4105_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4106_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4107_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4108_RNA,T cell,CD8 Naive,T cell_RNA
4109_RNA,T cell,CD4 Naive,T cell_RNA
4110_RNA,T cell,MAIT,T cell_RNA
4111_RNA,B cell,Naive B,B cell_RNA
4112_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
4113_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
4114_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4115_RNA,T cell,CD4 Memory,T cell_RNA
4116_RNA,T cell,CD8 Naive,T cell_RNA
4117_RNA,B cell,Naive B,B cell_RNA
4118_RNA,Progenitor cells,HSC,Progenitor cells_RNA
4119_RNA,T cell,CD8 Memory_2,T cell_RNA
4120_RNA,T cell,CD4 Naive,T cell_RNA
4121_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4122_RNA,T cell,CD4 Naive,T cell_RNA
4123_RNA,NK,NK,NK_RNA
4124_RNA,T cell,CD4 Naive,T cell_RNA
4125_RNA,T cell,CD8 Memory_2,T cell_RNA
4126_RNA,B cell,Naive B,B cell_RNA
4127_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4128_RNA,B cell,Plasmablast,B cell_RNA
4129_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4130_RNA,T cell,CD8 Naive,T cell_RNA
4131_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4132_RNA,T cell,CD4 Naive,T cell_RNA
4133_RNA,T cell,CD4 Naive,T cell_RNA
4134_RNA,T cell,CD8 Naive,T cell_RNA
4135_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4136_RNA,Mono/DC,pDC,Mono/DC_RNA
4137_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4138_RNA,T cell,CD4 Naive,T cell_RNA
4139_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4140_RNA,T cell,CD8 Naive,T cell_RNA
4141_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4142_RNA,T cell,CD8 Naive,T cell_RNA
4143_RNA,T cell,CD4 Naive,T cell_RNA
4144_RNA,T cell,CD8 Naive,T cell_RNA
4145_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4146_RNA,T cell,gdT,T cell_RNA
4147_RNA,T cell,CD4 Memory,T cell_RNA
4148_RNA,T cell,CD8 Naive,T cell_RNA
4149_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4150_RNA,T cell,CD4 Memory,T cell_RNA
4151_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4152_RNA,T cell,CD4 Naive,T cell_RNA
4153_RNA,B cell,Memory B,B cell_RNA
4154_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4155_RNA,T cell,CD4 Naive,T cell_RNA
4156_RNA,NK,NK,NK_RNA
4157_RNA,T cell,CD8 Naive,T cell_RNA
4158_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4159_RNA,T cell,CD8 Naive,T cell_RNA
4160_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4161_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4162_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4163_RNA,T cell,CD8 Naive,T cell_RNA
4164_RNA,T cell,CD8 Naive,T cell_RNA
4165_RNA,T cell,CD4 Naive,T cell_RNA
4166_RNA,B cell,Naive B,B cell_RNA
4167_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4168_RNA,T cell,CD8 Effector_1,T cell_RNA
4169_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4170_RNA,T cell,CD8 Memory_1,T cell_RNA
4171_RNA,T cell,CD8 Naive,T cell_RNA
4172_RNA,T cell,CD4 Naive,T cell_RNA
4173_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4174_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4175_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4176_RNA,T cell,CD4 Naive,T cell_RNA
4177_RNA,T cell,CD8 Naive,T cell_RNA
4178_RNA,T cell,CD8 Naive,T cell_RNA
4179_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4180_RNA,T cell,CD4 Naive,T cell_RNA
4181_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4182_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4183_RNA,B cell,Naive B,B cell_RNA
4184_RNA,T cell,CD4 Naive,T cell_RNA
4185_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4186_RNA,NK,NK,NK_RNA
4187_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4188_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4189_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4190_RNA,T cell,CD4 Memory,T cell_RNA
4191_RNA,T cell,CD4 Naive,T cell_RNA
4192_RNA,B cell,Memory B,B cell_RNA
4193_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4194_RNA,T cell,CD4 Naive,T cell_RNA
4195_RNA,NK,NK,NK_RNA
4196_RNA,T cell,CD8 Naive,T cell_RNA
4197_RNA,T cell,CD4 Naive,T cell_RNA
4198_RNA,B cell,Memory B,B cell_RNA
4199_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4200_RNA,T cell,CD4 Naive,T cell_RNA
4201_RNA,T cell,CD8 Effector_2,T cell_RNA
4202_RNA,B cell,Naive B,B cell_RNA
4203_RNA,NK,NK,NK_RNA
4204_RNA,T cell,CD4 Naive,T cell_RNA
4205_RNA,B cell,Naive B,B cell_RNA
4206_RNA,T cell,CD4 Naive,T cell_RNA
4207_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4208_RNA,T cell,CD8 Naive,T cell_RNA
4209_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4210_RNA,T cell,CD8 Memory_2,T cell_RNA
4211_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4212_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4213_RNA,T cell,CD4 Naive,T cell_RNA
4214_RNA,T cell,CD4 Memory,T cell_RNA
4215_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4216_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4217_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4218_RNA,T cell,CD8 Naive,T cell_RNA
4219_RNA,T cell,CD4 Naive,T cell_RNA
4220_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4221_RNA,T cell,CD4 Memory,T cell_RNA
4222_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4223_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4224_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4225_RNA,T cell,CD4 Naive,T cell_RNA
4226_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4227_RNA,T cell,CD8 Naive,T cell_RNA
4228_RNA,T cell,CD8 Naive,T cell_RNA
4229_RNA,B cell,Naive B,B cell_RNA
4230_RNA,T cell,MAIT,T cell_RNA
4231_RNA,T cell,CD4 Memory,T cell_RNA
4232_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4233_RNA,T cell,CD8 Memory_1,T cell_RNA
4234_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4235_RNA,T cell,CD4 Naive,T cell_RNA
4236_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4237_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4238_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4239_RNA,T cell,CD8 Memory_2,T cell_RNA
4240_RNA,T cell,CD4 Memory,T cell_RNA
4241_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4242_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4243_RNA,B cell,Memory B,B cell_RNA
4244_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4245_RNA,T cell,CD4 Naive,T cell_RNA
4246_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4247_RNA,T cell,CD8 Naive,T cell_RNA
4248_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4249_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4250_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4251_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4252_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4253_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4254_RNA,T cell,CD8 Naive,T cell_RNA
4255_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4256_RNA,T cell,CD4 Memory,T cell_RNA
4257_RNA,B cell,Memory B,B cell_RNA
4258_RNA,Mono/DC,cDC2,Mono/DC_RNA
4259_RNA,T cell,CD8 Naive,T cell_RNA
4260_RNA,T cell,CD4 Memory,T cell_RNA
4261_RNA,B cell,Memory B,B cell_RNA
4262_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4263_RNA,T cell,CD8 Naive,T cell_RNA
4264_RNA,T cell,CD4 Memory,T cell_RNA
4265_RNA,T cell,CD8 Naive,T cell_RNA
4266_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4267_RNA,T cell,CD8 Naive,T cell_RNA
4268_RNA,T cell,CD4 Naive,T cell_RNA
4269_RNA,T cell,CD8 Memory_2,T cell_RNA
4270_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4271_RNA,T cell,CD4 Naive,T cell_RNA
4272_RNA,T cell,CD8 Naive,T cell_RNA
4273_RNA,T cell,CD4 Naive,T cell_RNA
4274_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4275_RNA,T cell,CD8 Naive,T cell_RNA
4276_RNA,T cell,CD8 Naive,T cell_RNA
4277_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
4278_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4279_RNA,B cell,Naive B,B cell_RNA
4280_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4281_RNA,T cell,Treg,T cell_RNA
4282_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4283_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4284_RNA,T cell,CD8 Memory_2,T cell_RNA
4285_RNA,T cell,CD8 Effector_2,T cell_RNA
4286_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4287_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4288_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4289_RNA,T cell,CD4 Naive,T cell_RNA
4290_RNA,T cell,gdT,T cell_RNA
4291_RNA,B cell,Naive B,B cell_RNA
4292_RNA,B cell,Memory B,B cell_RNA
4293_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4294_RNA,NK,NK,NK_RNA
4295_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4296_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4297_RNA,T cell,CD4 Memory,T cell_RNA
4298_RNA,T cell,CD8 Naive,T cell_RNA
4299_RNA,T cell,CD4 Memory,T cell_RNA
4300_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4301_RNA,T cell,Treg,T cell_RNA
4302_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4303_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4304_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
4305_RNA,NK,NK,NK_RNA
4306_RNA,T cell,Treg,T cell_RNA
4307_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4308_RNA,T cell,CD4 Memory,T cell_RNA
4309_RNA,T cell,CD4 Memory,T cell_RNA
4310_RNA,T cell,MAIT,T cell_RNA
4311_RNA,B cell,Naive B,B cell_RNA
4312_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4313_RNA,T cell,CD8 Memory_1,T cell_RNA
4314_RNA,T cell,CD4 Memory,T cell_RNA
4315_RNA,B cell,Memory B,B cell_RNA
4316_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4317_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4318_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4319_RNA,Mono/DC,pDC,Mono/DC_RNA
4320_RNA,B cell,Memory B,B cell_RNA
4321_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4322_RNA,B cell,Memory B,B cell_RNA
4323_RNA,T cell,CD8 Naive,T cell_RNA
4324_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4325_RNA,T cell,CD4 Naive,T cell_RNA
4326_RNA,T cell,gdT,T cell_RNA
4327_RNA,T cell,CD4 Memory,T cell_RNA
4328_RNA,T cell,CD4 Naive,T cell_RNA
4329_RNA,T cell,CD4 Naive,T cell_RNA
4330_RNA,NK,NK,NK_RNA
4331_RNA,T cell,CD4 Memory,T cell_RNA
4332_RNA,NK,NK,NK_RNA
4333_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
4334_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4335_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4336_RNA,T cell,CD4 Memory,T cell_RNA
4337_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4338_RNA,T cell,CD8 Naive,T cell_RNA
4339_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4340_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4341_RNA,T cell,CD8 Naive,T cell_RNA
4342_RNA,T cell,CD4 Naive,T cell_RNA
4343_RNA,T cell,CD4 Naive,T cell_RNA
4344_RNA,T cell,CD8 Naive,T cell_RNA
4345_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4346_RNA,B cell,Memory B,B cell_RNA
4347_RNA,T cell,CD8 Naive,T cell_RNA
4348_RNA,Progenitor cells,HSC,Progenitor cells_RNA
4349_RNA,T cell,CD4 Memory,T cell_RNA
4350_RNA,T cell,CD4 Memory,T cell_RNA
4351_RNA,T cell,CD4 Memory,T cell_RNA
4352_RNA,T cell,CD4 Memory,T cell_RNA
4353_RNA,T cell,MAIT,T cell_RNA
4354_RNA,T cell,CD4 Naive,T cell_RNA
4355_RNA,T cell,CD4 Naive,T cell_RNA
4356_RNA,B cell,Naive B,B cell_RNA
4357_RNA,NK,NK,NK_RNA
4358_RNA,NK,NK,NK_RNA
4359_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4360_RNA,T cell,CD4 Memory,T cell_RNA
4361_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4362_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4363_RNA,NK,NK,NK_RNA
4364_RNA,T cell,CD8 Naive,T cell_RNA
4365_RNA,T cell,CD4 Memory,T cell_RNA
4366_RNA,B cell,Naive B,B cell_RNA
4367_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4368_RNA,T cell,CD4 Naive,T cell_RNA
4369_RNA,T cell,CD4 Naive,T cell_RNA
4370_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
4371_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4372_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4373_RNA,T cell,Treg,T cell_RNA
4374_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
4375_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4376_RNA,T cell,CD8 Naive,T cell_RNA
4377_RNA,T cell,gdT,T cell_RNA
4378_RNA,Progenitor cells,GMP,Progenitor cells_RNA
4379_RNA,T cell,CD8 Naive,T cell_RNA
4380_RNA,T cell,CD4 Naive,T cell_RNA
4381_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4382_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4383_RNA,T cell,gdT,T cell_RNA
4384_RNA,T cell,CD8 Naive,T cell_RNA
4385_RNA,T cell,CD4 Naive,T cell_RNA
4386_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4387_RNA,T cell,CD8 Naive,T cell_RNA
4388_RNA,NK,NK,NK_RNA
4389_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4390_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
4391_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
