Index,cell_type,cell_type_02
3563,Monocytes,Monocytes_target
3564,Monocytes,Monocytes_target
3565,Monocytes,Monocytes_target
3566,Monocytes,Monocytes_target
3567,NK,NK_target
3568,CD4,CD4_target
3569,CD4,CD4_target
3570,Monocytes,Monocytes_target
3571,Monocytes,Monocytes_target
3572,Monocytes,Monocytes_target
3573,CD4,CD4_target
3574,CD8,CD8_target
3575,CD4,CD4_target
3576,Dendritic Cells,Dendritic Cells_target
3577,CD4,CD4_target
3578,B Cells,B Cells_target
3579,CD4,CD4_target
3580,CD4,CD4_target
3581,Monocytes,Monocytes_target
3582,Monocytes,Monocytes_target
3583,Monocytes,Monocytes_target
3584,Monocytes,Monocytes_target
3585,B Cells,B Cells_target
3586,Monocytes,Monocytes_target
3587,CD8,CD8_target
3588,CD8,CD8_target
3589,Monocytes,Monocytes_target
3590,B Cells,B Cells_target
3591,Monocytes,Monocytes_target
3592,B Cells,B Cells_target
3593,CD4,CD4_target
3594,CD4,CD4_target
3595,MAIT,MAIT_target
3596,CD4,CD4_target
3597,CD8,CD8_target
3598,CD4,CD4_target
3599,CD4,CD4_target
3600,CD4,CD4_target
3601,B Cells,B Cells_target
3602,Monocytes,Monocytes_target
3603,Monocytes,Monocytes_target
3604,Dendritic Cells,Dendritic Cells_target
3605,Monocytes,Monocytes_target
3606,Dendritic Cells,Dendritic Cells_target
3607,Monocytes,Monocytes_target
3608,CD4,CD4_target
3609,CD4,CD4_target
3610,Monocytes,Monocytes_target
3611,NK,NK_target
3612,B Cells,B Cells_target
3613,CD4,CD4_target
3614,MAIT,MAIT_target
3615,CD8,CD8_target
3616,CD4,CD4_target
3617,CD8,CD8_target
3618,CD4,CD4_target
3619,Dendritic Cells,Dendritic Cells_target
3620,CD4,CD4_target
3621,CD4,CD4_target
3622,Dendritic Cells,Dendritic Cells_target
3623,Monocytes,Monocytes_target
3624,CD8,CD8_target
3625,Monocytes,Monocytes_target
3626,B Cells,B Cells_target
3627,Monocytes,Monocytes_target
3628,Monocytes,Monocytes_target
3629,Monocytes,Monocytes_target
3630,B Cells,B Cells_target
3631,Monocytes,Monocytes_target
3632,CD8,CD8_target
3633,CD8,CD8_target
3634,CD8,CD8_target
3635,CD4,CD4_target
3636,Dendritic Cells,Dendritic Cells_target
3637,CD4,CD4_target
3638,CD4,CD4_target
3639,CD8,CD8_target
3640,CD8,CD8_target
3641,Monocytes,Monocytes_target
3642,CD8,CD8_target
3643,CD4,CD4_target
3644,B Cells,B Cells_target
3645,Monocytes,Monocytes_target
3646,CD4,CD4_target
3647,CD8,CD8_target
3648,NK,NK_target
3649,CD8,CD8_target
3650,CD8,CD8_target
3651,CD8,CD8_target
3652,Monocytes,Monocytes_target
3653,Monocytes,Monocytes_target
3654,CD8,CD8_target
3655,CD8,CD8_target
3656,Monocytes,Monocytes_target
3657,CD4,CD4_target
3658,CD4,CD4_target
3659,CD8,CD8_target
3660,CD8,CD8_target
3661,CD8,CD8_target
3662,CD8,CD8_target
3663,CD4,CD4_target
3664,Monocytes,Monocytes_target
3665,Monocytes,Monocytes_target
3666,Monocytes,Monocytes_target
3667,CD8,CD8_target
3668,CD8,CD8_target
3669,CD8,CD8_target
3670,CD8,CD8_target
3671,Monocytes,Monocytes_target
3672,Dendritic Cells,Dendritic Cells_target
3673,NK,NK_target
3674,Monocytes,Monocytes_target
3675,CD4,CD4_target
3676,CD4,CD4_target
3677,CD4,CD4_target
3678,Monocytes,Monocytes_target
3679,Monocytes,Monocytes_target
3680,B Cells,B Cells_target
3681,CD4,CD4_target
3682,CD4,CD4_target
3683,CD4,CD4_target
3684,Monocytes,Monocytes_target
3685,Monocytes,Monocytes_target
3686,CD8,CD8_target
3687,CD4,CD4_target
3688,Monocytes,Monocytes_target
3689,CD4,CD4_target
3690,Monocytes,Monocytes_target
3691,CD8,CD8_target
3692,NK,NK_target
3693,NK,NK_target
3694,CD4,CD4_target
3695,B Cells,B Cells_target
3696,CD4,CD4_target
3697,CD8,CD8_target
3698,Monocytes,Monocytes_target
3699,CD4,CD4_target
3700,Monocytes,Monocytes_target
3701,Monocytes,Monocytes_target
3702,CD4,CD4_target
3703,Monocytes,Monocytes_target
3704,CD8,CD8_target
3705,Monocytes,Monocytes_target
3706,Monocytes,Monocytes_target
3707,Monocytes,Monocytes_target
3708,Monocytes,Monocytes_target
3709,CD4,CD4_target
3710,CD4,CD4_target
3711,Monocytes,Monocytes_target
3712,Dendritic Cells,Dendritic Cells_target
3713,NK,NK_target
3714,CD4,CD4_target
3715,CD4,CD4_target
3716,Monocytes,Monocytes_target
3717,CD8,CD8_target
3718,CD4,CD4_target
3719,CD4,CD4_target
3720,Monocytes,Monocytes_target
3721,CD8,CD8_target
3722,CD4,CD4_target
3723,Monocytes,Monocytes_target
3724,B Cells,B Cells_target
3725,CD4,CD4_target
3726,NK,NK_target
3727,Monocytes,Monocytes_target
3728,CD4,CD4_target
3729,NK,NK_target
3730,Monocytes,Monocytes_target
3731,CD4,CD4_target
3732,CD4,CD4_target
3733,B Cells,B Cells_target
3734,CD8,CD8_target
3735,CD4,CD4_target
3736,CD4,CD4_target
3737,CD8,CD8_target
3738,CD8,CD8_target
3739,Monocytes,Monocytes_target
3740,CD4,CD4_target
3741,Monocytes,Monocytes_target
3742,CD4,CD4_target
3743,Monocytes,Monocytes_target
3744,CD8,CD8_target
3745,CD8,CD8_target
3746,Dendritic Cells,Dendritic Cells_target
3747,CD8,CD8_target
3748,CD8,CD8_target
3749,CD8,CD8_target
3750,B Cells,B Cells_target
3751,Monocytes,Monocytes_target
3752,CD4,CD4_target
3753,CD4,CD4_target
3754,CD8,CD8_target
3755,CD8,CD8_target
3756,Monocytes,Monocytes_target
3757,CD8,CD8_target
3758,Monocytes,Monocytes_target
3759,CD4,CD4_target
3760,NK,NK_target
3761,CD4,CD4_target
3762,Monocytes,Monocytes_target
3763,Monocytes,Monocytes_target
3764,Dendritic Cells,Dendritic Cells_target
3765,Monocytes,Monocytes_target
3766,B Cells,B Cells_target
3767,CD4,CD4_target
3768,Monocytes,Monocytes_target
3769,Monocytes,Monocytes_target
3770,CD8,CD8_target
3771,B Cells,B Cells_target
3772,B Cells,B Cells_target
3773,Monocytes,Monocytes_target
3774,Monocytes,Monocytes_target
3775,CD4,CD4_target
3776,CD4,CD4_target
3777,CD8,CD8_target
3778,CD8,CD8_target
3779,Monocytes,Monocytes_target
3780,CD8,CD8_target
3781,CD4,CD4_target
3782,B Cells,B Cells_target
3783,Monocytes,Monocytes_target
3784,MAIT,MAIT_target
3785,CD8,CD8_target
3786,CD4,CD4_target
3787,Monocytes,Monocytes_target
3788,B Cells,B Cells_target
3789,Monocytes,Monocytes_target
3790,CD4,CD4_target
3791,CD4,CD4_target
3792,CD8,CD8_target
3793,CD4,CD4_target
3794,Monocytes,Monocytes_target
3795,CD8,CD8_target
3796,CD4,CD4_target
3797,Monocytes,Monocytes_target
3798,Monocytes,Monocytes_target
3799,Monocytes,Monocytes_target
3800,Monocytes,Monocytes_target
3801,CD8,CD8_target
3802,CD8,CD8_target
3803,Monocytes,Monocytes_target
3804,CD4,CD4_target
3805,Monocytes,Monocytes_target
3806,CD4,CD4_target
3807,CD4,CD4_target
3808,Monocytes,Monocytes_target
3809,Monocytes,Monocytes_target
3810,CD4,CD4_target
3811,Monocytes,Monocytes_target
3812,Dendritic Cells,Dendritic Cells_target
3813,B Cells,B Cells_target
3814,CD8,CD8_target
3815,CD4,CD4_target
3816,CD4,CD4_target
3817,CD4,CD4_target
3818,CD8,CD8_target
3819,NK,NK_target
3820,Monocytes,Monocytes_target
3821,Monocytes,Monocytes_target
3822,CD8,CD8_target
3823,CD4,CD4_target
3824,CD4,CD4_target
3825,CD8,CD8_target
3826,CD4,CD4_target
3827,CD4,CD4_target
3828,MAIT,MAIT_target
3829,Monocytes,Monocytes_target
3830,Monocytes,Monocytes_target
3831,Monocytes,Monocytes_target
3832,Monocytes,Monocytes_target
3833,B Cells,B Cells_target
3834,Monocytes,Monocytes_target
3835,CD8,CD8_target
3836,B Cells,B Cells_target
3837,CD8,CD8_target
3838,NK,NK_target
3839,B Cells,B Cells_target
3840,CD4,CD4_target
3841,CD4,CD4_target
3842,CD4,CD4_target
3843,B Cells,B Cells_target
3844,CD8,CD8_target
3845,CD8,CD8_target
3846,MAIT,MAIT_target
3847,CD4,CD4_target
3848,NK,NK_target
3849,Monocytes,Monocytes_target
3850,CD4,CD4_target
3851,CD8,CD8_target
3852,Monocytes,Monocytes_target
3853,Monocytes,Monocytes_target
3854,CD4,CD4_target
3855,CD4,CD4_target
3856,CD8,CD8_target
3857,Monocytes,Monocytes_target
3858,CD8,CD8_target
3859,Monocytes,Monocytes_target
3860,Monocytes,Monocytes_target
3861,CD4,CD4_target
3862,CD4,CD4_target
3863,Monocytes,Monocytes_target
3864,Monocytes,Monocytes_target
3865,CD8,CD8_target
3866,CD8,CD8_target
3867,CD4,CD4_target
3868,B Cells,B Cells_target
3869,MAIT,MAIT_target
3870,Monocytes,Monocytes_target
3871,NK,NK_target
3872,Monocytes,Monocytes_target
3873,MAIT,MAIT_target
3874,Monocytes,Monocytes_target
3875,Monocytes,Monocytes_target
3876,CD8,CD8_target
3877,Monocytes,Monocytes_target
3878,Monocytes,Monocytes_target
3879,CD4,CD4_target
3880,CD8,CD8_target
3881,NK,NK_target
3882,Monocytes,Monocytes_target
3883,Monocytes,Monocytes_target
3884,CD4,CD4_target
3885,B Cells,B Cells_target
3886,CD8,CD8_target
3887,CD4,CD4_target
3888,Monocytes,Monocytes_target
3889,CD8,CD8_target
3890,Monocytes,Monocytes_target
3891,CD4,CD4_target
3892,CD8,CD8_target
3893,CD8,CD8_target
3894,CD8,CD8_target
3895,CD4,CD4_target
3896,Monocytes,Monocytes_target
3897,CD4,CD4_target
3898,CD4,CD4_target
3899,CD8,CD8_target
3900,NK,NK_target
3901,CD4,CD4_target
3902,CD4,CD4_target
3903,CD4,CD4_target
3904,Monocytes,Monocytes_target
3905,CD8,CD8_target
3906,CD4,CD4_target
3907,CD4,CD4_target
3908,CD4,CD4_target
3909,Dendritic Cells,Dendritic Cells_target
3910,Monocytes,Monocytes_target
3911,NK,NK_target
3912,CD8,CD8_target
3913,CD4,CD4_target
3914,CD4,CD4_target
3915,CD4,CD4_target
3916,CD8,CD8_target
3917,Monocytes,Monocytes_target
3918,Monocytes,Monocytes_target
3919,Monocytes,Monocytes_target
3920,Monocytes,Monocytes_target
3921,Monocytes,Monocytes_target
3922,Monocytes,Monocytes_target
3923,Monocytes,Monocytes_target
3924,Monocytes,Monocytes_target
3925,CD4,CD4_target
3926,Monocytes,Monocytes_target
3927,B Cells,B Cells_target
3928,NK,NK_target
3929,CD8,CD8_target
3930,CD8,CD8_target
3931,CD4,CD4_target
3932,B Cells,B Cells_target
3933,CD4,CD4_target
3934,B Cells,B Cells_target
3935,CD4,CD4_target
3936,CD4,CD4_target
3937,Monocytes,Monocytes_target
3938,NK,NK_target
3939,B Cells,B Cells_target
3940,CD8,CD8_target
3941,NK,NK_target
3942,NK,NK_target
3943,Monocytes,Monocytes_target
3944,Monocytes,Monocytes_target
3945,Dendritic Cells,Dendritic Cells_target
3946,CD4,CD4_target
3947,CD4,CD4_target
3948,CD8,CD8_target
3949,B Cells,B Cells_target
3950,CD8,CD8_target
3951,CD4,CD4_target
3952,Monocytes,Monocytes_target
3953,Monocytes,Monocytes_target
3954,CD4,CD4_target
3955,Monocytes,Monocytes_target
3956,CD4,CD4_target
3957,Monocytes,Monocytes_target
3958,Monocytes,Monocytes_target
3959,Monocytes,Monocytes_target
3960,B Cells,B Cells_target
3961,Monocytes,Monocytes_target
3962,CD4,CD4_target
3963,Monocytes,Monocytes_target
3964,CD4,CD4_target
3965,B Cells,B Cells_target
3966,MAIT,MAIT_target
3967,Monocytes,Monocytes_target
3968,Monocytes,Monocytes_target
3969,Monocytes,Monocytes_target
3970,NK,NK_target
3971,Monocytes,Monocytes_target
3972,CD4,CD4_target
3973,Monocytes,Monocytes_target
3974,CD8,CD8_target
3975,CD4,CD4_target
3976,B Cells,B Cells_target
3977,CD8,CD8_target
3978,Monocytes,Monocytes_target
3979,CD4,CD4_target
3980,Monocytes,Monocytes_target
3981,Monocytes,Monocytes_target
3982,Monocytes,Monocytes_target
3983,CD4,CD4_target
3984,Monocytes,Monocytes_target
3985,Monocytes,Monocytes_target
3986,CD4,CD4_target
3987,CD8,CD8_target
3988,CD4,CD4_target
3989,NK,NK_target
3990,CD4,CD4_target
3991,CD8,CD8_target
3992,Monocytes,Monocytes_target
3993,B Cells,B Cells_target
3994,Monocytes,Monocytes_target
3995,CD4,CD4_target
3996,CD4,CD4_target
3997,Monocytes,Monocytes_target
3998,Monocytes,Monocytes_target
3999,Monocytes,Monocytes_target
4000,NK,NK_target
4001,Dendritic Cells,Dendritic Cells_target
4002,CD4,CD4_target
4003,CD8,CD8_target
4004,NK,NK_target
4005,B Cells,B Cells_target
4006,CD4,CD4_target
4007,Monocytes,Monocytes_target
4008,CD4,CD4_target
4009,CD8,CD8_target
4010,NK,NK_target
4011,Monocytes,Monocytes_target
4012,CD4,CD4_target
4013,Monocytes,Monocytes_target
4014,CD8,CD8_target
4015,Monocytes,Monocytes_target
4016,CD4,CD4_target
4017,CD8,CD8_target
4018,Monocytes,Monocytes_target
4019,Monocytes,Monocytes_target
4020,B Cells,B Cells_target
4021,Monocytes,Monocytes_target
4022,CD4,CD4_target
4023,CD8,CD8_target
4024,B Cells,B Cells_target
4025,B Cells,B Cells_target
4026,CD8,CD8_target
4027,Dendritic Cells,Dendritic Cells_target
4028,Monocytes,Monocytes_target
4029,Monocytes,Monocytes_target
4030,Monocytes,Monocytes_target
4031,CD4,CD4_target
4032,Monocytes,Monocytes_target
4033,B Cells,B Cells_target
4034,CD4,CD4_target
4035,B Cells,B Cells_target
4036,Monocytes,Monocytes_target
4037,Monocytes,Monocytes_target
4038,CD8,CD8_target
4039,CD4,CD4_target
4040,CD8,CD8_target
4041,B Cells,B Cells_target
4042,Monocytes,Monocytes_target
4043,CD8,CD8_target
4044,CD4,CD4_target
4045,Dendritic Cells,Dendritic Cells_target
4046,Monocytes,Monocytes_target
4047,Monocytes,Monocytes_target
4048,Monocytes,Monocytes_target
4049,Dendritic Cells,Dendritic Cells_target
4050,CD4,CD4_target
4051,Monocytes,Monocytes_target
4052,CD4,CD4_target
4053,CD8,CD8_target
4054,Dendritic Cells,Dendritic Cells_target
4055,CD8,CD8_target
4056,Monocytes,Monocytes_target
4057,NK,NK_target
4058,CD8,CD8_target
4059,CD4,CD4_target
4060,CD8,CD8_target
4061,CD4,CD4_target
4062,CD4,CD4_target
4063,MAIT,MAIT_target
4064,Dendritic Cells,Dendritic Cells_target
4065,B Cells,B Cells_target
4066,CD4,CD4_target
4067,CD4,CD4_target
4068,CD4,CD4_target
4069,CD4,CD4_target
4070,Monocytes,Monocytes_target
4071,CD8,CD8_target
4072,Monocytes,Monocytes_target
4073,Monocytes,Monocytes_target
4074,CD8,CD8_target
4075,Monocytes,Monocytes_target
4076,Monocytes,Monocytes_target
4077,CD4,CD4_target
4078,NK,NK_target
4079,Monocytes,Monocytes_target
4080,Monocytes,Monocytes_target
4081,CD8,CD8_target
4082,NK,NK_target
4083,CD8,CD8_target
4084,NK,NK_target
4085,CD4,CD4_target
4086,CD8,CD8_target
4087,CD8,CD8_target
4088,Monocytes,Monocytes_target
4089,B Cells,B Cells_target
4090,CD8,CD8_target
4091,MAIT,MAIT_target
4092,CD8,CD8_target
4093,CD8,CD8_target
4094,CD4,CD4_target
4095,CD8,CD8_target
4096,Monocytes,Monocytes_target
4097,Monocytes,Monocytes_target
4098,Monocytes,Monocytes_target
4099,CD8,CD8_target
4100,CD4,CD4_target
4101,MAIT,MAIT_target
4102,CD4,CD4_target
4103,CD4,CD4_target
4104,CD8,CD8_target
4105,CD8,CD8_target
4106,Monocytes,Monocytes_target
4107,CD8,CD8_target
4108,CD8,CD8_target
4109,Monocytes,Monocytes_target
4110,Monocytes,Monocytes_target
4111,CD4,CD4_target
4112,CD8,CD8_target
4113,Monocytes,Monocytes_target
4114,CD4,CD4_target
4115,CD8,CD8_target
4116,B Cells,B Cells_target
4117,CD8,CD8_target
4118,CD8,CD8_target
4119,Monocytes,Monocytes_target
4120,CD8,CD8_target
4121,CD8,CD8_target
4122,NK,NK_target
4123,CD8,CD8_target
4124,NK,NK_target
4125,CD8,CD8_target
4126,Monocytes,Monocytes_target
4127,CD8,CD8_target
4128,CD8,CD8_target
4129,Monocytes,Monocytes_target
4130,CD8,CD8_target
4131,MAIT,MAIT_target
4132,Monocytes,Monocytes_target
4133,B Cells,B Cells_target
4134,CD8,CD8_target
4135,NK,NK_target
4136,CD4,CD4_target
4137,Monocytes,Monocytes_target
4138,CD8,CD8_target
4139,Monocytes,Monocytes_target
4140,CD4,CD4_target
4141,CD8,CD8_target
4142,B Cells,B Cells_target
4143,CD4,CD4_target
4144,NK,NK_target
4145,Monocytes,Monocytes_target
4146,CD4,CD4_target
4147,Monocytes,Monocytes_target
4148,Monocytes,Monocytes_target
4149,CD4,CD4_target
4150,Monocytes,Monocytes_target
4151,Monocytes,Monocytes_target
4152,B Cells,B Cells_target
4153,Monocytes,Monocytes_target
4154,CD8,CD8_target
4155,CD4,CD4_target
4156,CD4,CD4_target
4157,CD8,CD8_target
4158,CD4,CD4_target
4159,CD4,CD4_target
4160,Monocytes,Monocytes_target
4161,Monocytes,Monocytes_target
4162,MAIT,MAIT_target
4163,CD8,CD8_target
4164,Dendritic Cells,Dendritic Cells_target
4165,CD4,CD4_target
4166,CD8,CD8_target
4167,CD4,CD4_target
4168,B Cells,B Cells_target
4169,CD4,CD4_target
4170,NK,NK_target
4171,CD4,CD4_target
4172,CD4,CD4_target
4173,Monocytes,Monocytes_target
4174,CD4,CD4_target
4175,CD4,CD4_target
4176,CD8,CD8_target
4177,Dendritic Cells,Dendritic Cells_target
4178,CD8,CD8_target
4179,CD8,CD8_target
4180,CD4,CD4_target
4181,CD8,CD8_target
4182,Monocytes,Monocytes_target
4183,CD4,CD4_target
4184,Monocytes,Monocytes_target
4185,CD4,CD4_target
4186,B Cells,B Cells_target
4187,CD4,CD4_target
4188,Monocytes,Monocytes_target
4189,Monocytes,Monocytes_target
4190,Monocytes,Monocytes_target
4191,NK,NK_target
4192,CD8,CD8_target
4193,Monocytes,Monocytes_target
4194,Monocytes,Monocytes_target
4195,B Cells,B Cells_target
4196,Monocytes,Monocytes_target
4197,Dendritic Cells,Dendritic Cells_target
4198,CD8,CD8_target
4199,CD8,CD8_target
4200,Monocytes,Monocytes_target
4201,NK,NK_target
4202,Monocytes,Monocytes_target
4203,CD8,CD8_target
4204,Monocytes,Monocytes_target
4205,Monocytes,Monocytes_target
4206,CD4,CD4_target
4207,CD8,CD8_target
4208,CD8,CD8_target
4209,CD8,CD8_target
4210,CD8,CD8_target
4211,CD8,CD8_target
4212,CD4,CD4_target
4213,Monocytes,Monocytes_target
4214,Monocytes,Monocytes_target
4215,Monocytes,Monocytes_target
4216,CD4,CD4_target
4217,CD4,CD4_target
4218,Monocytes,Monocytes_target
4219,CD4,CD4_target
4220,Monocytes,Monocytes_target
4221,CD8,CD8_target
4222,CD4,CD4_target
4223,B Cells,B Cells_target
4224,CD4,CD4_target
4225,Monocytes,Monocytes_target
4226,CD8,CD8_target
4227,B Cells,B Cells_target
4228,CD8,CD8_target
4229,B Cells,B Cells_target
4230,NK,NK_target
4231,NK,NK_target
4232,CD4,CD4_target
4233,CD4,CD4_target
4234,CD8,CD8_target
4235,CD8,CD8_target
4236,Monocytes,Monocytes_target
4237,CD4,CD4_target
4238,CD4,CD4_target
4239,Monocytes,Monocytes_target
4240,CD4,CD4_target
4241,CD8,CD8_target
4242,Monocytes,Monocytes_target
4243,CD8,CD8_target
4244,Monocytes,Monocytes_target
4245,CD4,CD4_target
4246,NK,NK_target
4247,Monocytes,Monocytes_target
4248,Monocytes,Monocytes_target
4249,CD8,CD8_target
4250,CD4,CD4_target
4251,B Cells,B Cells_target
4252,CD8,CD8_target
4253,CD4,CD4_target
4254,CD4,CD4_target
4255,CD4,CD4_target
4256,CD4,CD4_target
4257,CD8,CD8_target
4258,Monocytes,Monocytes_target
4259,Monocytes,Monocytes_target
4260,CD8,CD8_target
4261,CD4,CD4_target
4262,CD8,CD8_target
4263,B Cells,B Cells_target
4264,CD4,CD4_target
4265,Monocytes,Monocytes_target
4266,Monocytes,Monocytes_target
4267,CD4,CD4_target
4268,CD4,CD4_target
4269,Monocytes,Monocytes_target
4270,CD8,CD8_target
4271,Monocytes,Monocytes_target
4272,CD8,CD8_target
4273,CD8,CD8_target
4274,CD4,CD4_target
4275,Monocytes,Monocytes_target
4276,CD8,CD8_target
4277,CD4,CD4_target
4278,CD4,CD4_target
4279,Dendritic Cells,Dendritic Cells_target
4280,Monocytes,Monocytes_target
4281,CD4,CD4_target
4282,Monocytes,Monocytes_target
4283,Monocytes,Monocytes_target
4284,Monocytes,Monocytes_target
4285,Monocytes,Monocytes_target
4286,Monocytes,Monocytes_target
4287,Monocytes,Monocytes_target
4288,Monocytes,Monocytes_target
4289,Monocytes,Monocytes_target
4290,CD8,CD8_target
4291,B Cells,B Cells_target
4292,B Cells,B Cells_target
4293,CD8,CD8_target
4294,NK,NK_target
4295,CD4,CD4_target
4296,B Cells,B Cells_target
4297,Monocytes,Monocytes_target
4298,CD8,CD8_target
4299,CD4,CD4_target
4300,Monocytes,Monocytes_target
4301,CD4,CD4_target
4302,CD8,CD8_target
4303,B Cells,B Cells_target
4304,Dendritic Cells,Dendritic Cells_target
4305,CD8,CD8_target
4306,CD4,CD4_target
4307,CD4,CD4_target
4308,CD4,CD4_target
4309,CD8,CD8_target
4310,Monocytes,Monocytes_target
4311,CD4,CD4_target
4312,Monocytes,Monocytes_target
4313,CD4,CD4_target
4314,NK,NK_target
4315,CD4,CD4_target
4316,CD8,CD8_target
4317,Monocytes,Monocytes_target
4318,CD4,CD4_target
4319,CD8,CD8_target
4320,CD4,CD4_target
4321,CD4,CD4_target
4322,Monocytes,Monocytes_target
4323,Monocytes,Monocytes_target
4324,CD4,CD4_target
4325,CD8,CD8_target
4326,Monocytes,Monocytes_target
4327,CD4,CD4_target
4328,CD8,CD8_target
4329,B Cells,B Cells_target
4330,B Cells,B Cells_target
4331,CD4,CD4_target
4332,CD4,CD4_target
