Index,cell_type,is_train
7207,B Cells,1
7208,CD8,1
7209,Monocytes,1
7210,CD4,0
7211,MAIT,1
7212,B Cells,1
7213,CD4,0
7214,CD4,1
7215,CD4,1
7216,CD8,1
7217,CD4,1
7218,CD4,1
7219,CD8,1
7220,CD8,1
7221,Monocytes,1
7222,Monocytes,1
7223,B Cells,1
7224,Monocytes,0
7225,B Cells,0
7226,Dendritic Cells,1
7227,CD4,1
7228,CD4,1
7229,Dendritic Cells,0
7230,HSPC,1
7231,Monocytes,1
7232,CD8,1
7233,Monocytes,1
7234,Monocytes,1
7235,Dendritic Cells,1
7236,CD4,1
7237,B Cells,0
7238,CD8,1
7239,Monocytes,1
7240,CD8,0
7241,CD4,1
7242,Monocytes,1
7243,CD4,1
7244,CD4,1
7245,NK,0
7246,CD4,1
7247,CD8,1
7248,CD8,1
7249,CD4,1
7250,Monocytes,1
7251,Monocytes,0
7252,Monocytes,0
7253,CD8,0
7254,CD4,1
7255,CD4,1
7256,Dendritic Cells,1
7257,CD8,1
7258,Monocytes,1
7259,Monocytes,1
7260,CD4,1
7261,Monocytes,1
7262,CD4,1
7263,CD8,0
7264,Monocytes,1
7265,Monocytes,1
7266,B Cells,0
7267,Monocytes,1
7268,CD4,0
7269,Monocytes,1
7270,Monocytes,1
7271,Monocytes,1
7272,CD4,1
7273,CD4,1
7274,Monocytes,1
7275,CD8,1
7276,Monocytes,1
7277,B Cells,1
7278,CD4,1
7279,Monocytes,0
7280,CD4,1
7281,B Cells,1
7282,CD8,1
7283,CD8,1
7284,CD8,1
7285,CD4,0
7286,CD4,1
7287,Monocytes,1
7288,CD4,1
7289,CD4,1
7290,CD4,1
7291,B Cells,0
7292,CD8,1
7293,Monocytes,0
7294,CD4,1
7295,CD4,1
7296,CD4,0
7297,CD4,1
7298,CD8,1
7299,CD4,0
7300,CD4,1
7301,CD4,1
7302,CD4,0
7303,CD4,1
7304,CD8,1
7305,Monocytes,1
7306,B Cells,1
7307,MAIT,1
7308,NK,1
7309,Monocytes,1
7310,B Cells,1
7311,CD8,1
7312,CD4,1
7313,CD4,1
7314,CD8,1
7315,B Cells,1
7316,Monocytes,1
7317,CD8,0
7318,CD4,0
7319,B Cells,0
7320,CD8,1
7321,CD8,1
7322,CD4,0
7323,B Cells,0
7324,NK,1
7325,Monocytes,0
7326,Monocytes,0
7327,CD8,1
7328,Monocytes,1
7329,CD8,1
7330,Monocytes,1
7331,CD8,1
7332,Monocytes,1
7333,Monocytes,1
7334,Monocytes,0
7335,Monocytes,1
7336,CD8,1
7337,Monocytes,1
7338,B Cells,1
7339,CD4,1
7340,CD8,1
7341,B Cells,1
7342,Monocytes,1
7343,CD8,1
7344,Monocytes,1
7345,CD8,1
7346,Dendritic Cells,0
7347,Monocytes,1
7348,CD8,1
7349,Monocytes,1
7350,CD4,1
7351,CD4,0
7352,CD8,1
7353,CD4,1
7354,NK,1
7355,CD8,0
7356,B Cells,0
7357,NK,1
7358,CD8,1
7359,B Cells,1
7360,Monocytes,1
7361,CD8,0
7362,CD8,1
7363,CD4,1
7364,CD4,1
7365,CD4,1
7366,Dendritic Cells,1
7367,Monocytes,1
7368,Monocytes,1
7369,CD8,1
7370,CD8,1
7371,Monocytes,1
7372,CD4,1
7373,Monocytes,1
7374,Monocytes,1
7375,Monocytes,1
7376,CD8,0
7377,Monocytes,1
7378,Monocytes,1
7379,Monocytes,1
7380,Monocytes,1
7381,CD4,0
7382,Monocytes,0
7383,MAIT,1
7384,CD4,1
7385,CD4,1
7386,MAIT,1
7387,CD4,0
7388,CD8,1
7389,Monocytes,1
7390,CD4,1
7391,Monocytes,1
7392,CD4,0
7393,CD8,1
7394,Dendritic Cells,1
7395,CD8,1
7396,Monocytes,1
7397,CD8,1
7398,CD8,0
7399,Monocytes,1
7400,Monocytes,1
7401,CD8,1
7402,CD4,1
7403,CD8,1
7404,NK,0
7405,Monocytes,1
7406,CD8,0
7407,CD4,0
7408,NK,1
7409,CD8,1
7410,CD8,0
7411,CD4,1
7412,CD4,1
7413,CD4,1
7414,CD8,1
7415,CD8,1
7416,B Cells,1
7417,CD4,1
7418,Monocytes,1
7419,Monocytes,0
7420,CD4,1
7421,B Cells,1
7422,CD4,1
7423,NK,1
7424,Monocytes,0
7425,NK,1
7426,Monocytes,1
7427,CD4,1
7428,Monocytes,0
7429,CD8,1
7430,CD4,1
7431,CD4,0
7432,CD4,0
7433,CD8,1
7434,CD4,1
7435,CD4,0
7436,CD4,1
7437,MAIT,1
7438,CD8,1
7439,Monocytes,0
7440,CD4,1
7441,Monocytes,1
7442,Monocytes,1
7443,B Cells,1
7444,Monocytes,1
7445,Monocytes,1
7446,CD4,1
7447,Monocytes,1
7448,CD8,1
7449,CD4,1
7450,CD8,1
7451,CD8,1
7452,CD4,1
7453,B Cells,1
7454,Monocytes,1
7455,NK,1
7456,B Cells,1
7457,CD8,1
7458,Monocytes,1
7459,Monocytes,1
7460,Monocytes,1
7461,CD8,0
7462,CD4,1
7463,B Cells,1
7464,Monocytes,1
7465,CD8,1
7466,Monocytes,1
7467,Monocytes,1
7468,CD8,1
7469,Monocytes,1
7470,Monocytes,1
7471,CD4,1
7472,Monocytes,1
7473,CD8,1
7474,Monocytes,1
7475,Monocytes,1
7476,Dendritic Cells,1
7477,Dendritic Cells,1
7478,CD4,1
7479,CD8,0
7480,CD8,1
7481,CD8,1
7482,CD4,1
7483,CD8,1
7484,Monocytes,1
7485,Monocytes,0
7486,Monocytes,1
7487,CD4,1
7488,CD4,0
7489,Monocytes,1
7490,Monocytes,1
7491,B Cells,1
7492,Monocytes,1
7493,B Cells,1
7494,CD4,0
7495,CD4,1
7496,CD4,1
7497,Monocytes,1
7498,Monocytes,1
7499,Monocytes,1
7500,CD8,1
7501,Dendritic Cells,1
7502,B Cells,0
7503,Monocytes,1
7504,CD8,0
7505,CD4,1
7506,Monocytes,1
7507,CD8,1
7508,CD4,1
7509,Monocytes,1
7510,CD4,1
7511,CD8,1
7512,CD4,0
7513,CD8,1
7514,CD4,1
7515,Monocytes,1
7516,CD8,1
7517,MAIT,1
7518,CD4,1
7519,CD4,1
7520,CD8,1
7521,CD8,1
7522,Monocytes,1
7523,Monocytes,1
7524,Monocytes,1
7525,Monocytes,0
7526,CD8,1
7527,Monocytes,1
7528,Monocytes,0
7529,Monocytes,1
7530,B Cells,0
7531,CD8,1
7532,Monocytes,1
7533,NK,0
7534,Monocytes,1
7535,CD4,1
7536,Monocytes,1
7537,Monocytes,1
7538,CD8,1
7539,CD4,1
7540,Monocytes,1
7541,CD4,1
7542,Monocytes,0
7543,B Cells,1
7544,Monocytes,1
7545,NK,1
7546,B Cells,1
7547,CD4,1
7548,Dendritic Cells,1
7549,Monocytes,1
7550,CD4,1
7551,CD8,1
7552,Monocytes,0
7553,CD4,1
7554,Monocytes,1
7555,Monocytes,1
7556,Monocytes,1
7557,CD4,1
7558,Monocytes,1
7559,CD4,0
7560,Monocytes,1
7561,CD4,1
7562,B Cells,1
7563,CD4,1
7564,Dendritic Cells,1
7565,CD8,1
7566,Monocytes,0
7567,CD8,1
7568,CD8,1
7569,B Cells,0
7570,Dendritic Cells,1
7571,Monocytes,1
7572,CD8,1
7573,CD8,1
7574,CD4,1
7575,B Cells,1
7576,CD4,1
7577,CD4,0
7578,Monocytes,1
7579,CD4,1
7580,Monocytes,0
7581,CD4,1
7582,Monocytes,1
7583,Monocytes,1
7584,CD8,1
7585,CD8,1
7586,Monocytes,0
7587,Dendritic Cells,0
7588,CD4,0
7589,B Cells,1
7590,Dendritic Cells,1
7591,CD8,1
7592,B Cells,1
7593,CD8,0
7594,CD4,1
7595,CD4,0
7596,CD4,1
7597,CD8,1
7598,Monocytes,0
7599,CD8,0
7600,CD4,1
7601,CD4,1
7602,CD8,1
7603,Monocytes,1
7604,CD4,1
7605,NK,1
7606,Dendritic Cells,1
7607,Monocytes,0
7608,NK,1
7609,Monocytes,1
7610,Monocytes,0
7611,CD8,0
7612,CD8,1
7613,CD4,0
7614,Monocytes,1
7615,CD8,1
7616,CD4,1
7617,Dendritic Cells,1
7618,CD4,0
7619,CD8,1
7620,CD8,1
7621,B Cells,1
7622,Monocytes,1
7623,CD4,1
7624,B Cells,1
7625,Monocytes,1
7626,B Cells,0
7627,CD8,1
7628,Monocytes,0
7629,CD8,1
7630,NK,0
7631,CD8,1
7632,CD8,1
7633,CD8,1
7634,B Cells,1
7635,CD8,1
7636,Monocytes,0
7637,CD8,1
7638,NK,1
7639,CD4,0
7640,CD8,0
7641,CD8,1
7642,B Cells,1
7643,B Cells,1
7644,Monocytes,1
7645,CD8,0
7646,CD4,1
7647,CD4,0
7648,NK,1
7649,CD4,0
7650,Monocytes,1
7651,CD4,0
7652,CD4,1
7653,Monocytes,1
7654,CD4,1
7655,CD8,1
7656,B Cells,1
7657,Monocytes,1
7658,Monocytes,1
7659,CD4,1
7660,Dendritic Cells,0
7661,CD4,1
7662,Monocytes,1
7663,CD4,1
7664,MAIT,1
7665,CD4,1
7666,CD8,1
7667,CD4,0
7668,Monocytes,1
7669,CD8,1
7670,MAIT,1
7671,CD8,1
7672,CD4,1
7673,Monocytes,1
7674,Monocytes,1
7675,Monocytes,1
7676,CD4,1
7677,CD8,1
7678,B Cells,0
7679,CD8,1
7680,Monocytes,1
7681,Monocytes,1
7682,CD4,1
7683,CD8,1
7684,CD8,1
7685,B Cells,1
7686,Monocytes,1
7687,Monocytes,1
7688,Monocytes,1
7689,CD4,1
7690,B Cells,1
7691,Monocytes,1
7692,Monocytes,1
7693,Monocytes,1
7694,B Cells,1
7695,CD4,1
7696,CD8,1
7697,Monocytes,0
7698,Monocytes,1
7699,B Cells,0
7700,NK,1
7701,CD4,0
7702,Monocytes,0
7703,Dendritic Cells,1
7704,Monocytes,1
7705,B Cells,1
7706,Monocytes,0
7707,CD4,1
7708,CD4,1
7709,B Cells,0
7710,Monocytes,1
7711,NK,1
7712,CD4,1
7713,B Cells,1
7714,Monocytes,0
7715,B Cells,1
7716,CD8,0
7717,CD8,0
7718,B Cells,1
7719,Monocytes,1
7720,CD4,0
7721,Monocytes,1
7722,Monocytes,1
7723,Monocytes,1
7724,CD4,1
7725,Monocytes,1
7726,CD4,1
7727,Monocytes,1
7728,Monocytes,0
7729,Monocytes,1
7730,NK,1
7731,CD8,1
7732,Dendritic Cells,0
7733,CD8,1
7734,CD4,1
7735,CD8,1
7736,CD4,1
7737,CD4,1
7738,CD4,1
7739,Monocytes,1
7740,B Cells,1
7741,CD4,1
7742,NK,1
7743,CD4,1
7744,Monocytes,0
7745,Monocytes,1
7746,CD4,1
7747,Monocytes,1
7748,CD8,1
7749,CD4,1
7750,Monocytes,1
7751,Monocytes,1
7752,CD8,1
7753,CD8,1
7754,CD8,1
7755,Monocytes,1
7756,CD8,1
7757,CD8,0
7758,CD4,0
7759,CD8,0
7760,CD4,0
7761,Monocytes,1
7762,CD4,1
7763,Monocytes,1
7764,B Cells,1
7765,CD4,0
7766,B Cells,1
7767,B Cells,1
7768,CD8,0
7769,Monocytes,0
7770,Monocytes,0
7771,CD8,1
7772,Dendritic Cells,0
7773,Monocytes,0
7774,Monocytes,0
7775,CD8,1
7776,Monocytes,1
7777,CD4,1
7778,NK,1
7779,CD4,1
7780,CD8,1
7781,B Cells,1
7782,CD4,0
7783,Monocytes,1
7784,CD8,1
7785,Monocytes,1
7786,CD8,0
7787,Monocytes,1
7788,Monocytes,1
7789,Monocytes,1
7790,CD8,1
7791,Monocytes,0
7792,CD8,0
7793,CD4,0
7794,CD4,1
7795,CD8,1
7796,CD4,1
7797,CD8,0
7798,Monocytes,1
7799,CD8,1
7800,CD8,1
7801,Dendritic Cells,1
7802,CD8,1
7803,CD4,1
7804,NK,1
7805,Monocytes,0
7806,Monocytes,1
7807,Monocytes,1
7808,CD4,1
7809,CD8,1
7810,B Cells,1
7811,B Cells,1
7812,CD8,1
7813,CD4,1
7814,B Cells,1
7815,NK,0
7816,CD8,1
7817,CD8,1
7818,Monocytes,1
7819,CD4,1
7820,Monocytes,1
7821,Monocytes,1
7822,CD8,1
7823,CD4,1
7824,CD8,0
7825,Monocytes,1
7826,Dendritic Cells,1
7827,Monocytes,1
7828,CD4,1
7829,CD4,1
7830,Monocytes,1
7831,CD4,1
7832,CD4,1
7833,NK,1
7834,CD4,0
7835,Monocytes,1
7836,Monocytes,1
7837,CD4,1
7838,B Cells,1
7839,Monocytes,1
7840,CD8,1
7841,Monocytes,1
7842,Monocytes,1
7843,CD8,1
7844,CD8,0
7845,CD4,1
7846,Monocytes,1
7847,CD8,1
7848,CD8,0
7849,CD4,0
7850,NK,1
7851,CD8,1
7852,Monocytes,1
7853,Monocytes,1
7854,CD8,1
7855,CD8,1
7856,Monocytes,1
7857,CD4,1
7858,CD4,1
7859,CD4,1
7860,CD4,1
7861,CD4,1
7862,NK,1
7863,CD4,1
7864,Monocytes,0
7865,CD4,0
7866,CD4,1
7867,Monocytes,1
7868,CD8,1
7869,Monocytes,1
7870,CD8,1
7871,CD8,1
7872,Monocytes,1
7873,Dendritic Cells,1
7874,CD8,0
7875,CD4,1
7876,CD8,1
7877,Monocytes,1
7878,CD8,1
7879,CD4,0
7880,Monocytes,1
7881,Monocytes,1
7882,B Cells,1
7883,CD4,1
7884,CD4,1
7885,Monocytes,1
7886,B Cells,1
7887,CD8,1
7888,CD4,1
7889,CD4,1
7890,Monocytes,1
7891,B Cells,1
7892,Monocytes,1
7893,NK,1
7894,CD4,1
7895,CD8,1
7896,Monocytes,0
7897,Monocytes,1
7898,Monocytes,1
7899,Monocytes,1
7900,CD8,0
7901,CD4,1
7902,Monocytes,1
7903,CD8,1
7904,Monocytes,1
7905,B Cells,1
7906,B Cells,1
7907,Dendritic Cells,0
7908,NK,1
7909,CD4,1
7910,Monocytes,1
7911,Dendritic Cells,1
7912,CD4,1
7913,NK,1
7914,CD8,1
7915,CD4,1
7916,CD8,1
7917,Monocytes,1
7918,CD4,0
7919,CD4,1
7920,B Cells,1
7921,CD4,0
7922,Monocytes,0
7923,Monocytes,1
7924,CD8,1
7925,CD4,1
7926,Monocytes,0
7927,CD4,1
7928,CD8,1
7929,CD4,1
7930,CD4,0
7931,CD8,1
7932,CD4,1
7933,Monocytes,1
7934,Monocytes,1
7935,Monocytes,1
7936,CD4,1
7937,Monocytes,1
7938,CD4,0
7939,Monocytes,1
7940,CD4,1
7941,CD4,1
7942,B Cells,1
7943,CD4,1
7944,B Cells,1
7945,Monocytes,1
7946,CD8,1
7947,Monocytes,1
7948,CD4,1
7949,CD4,1
7950,Monocytes,0
7951,CD4,0
7952,CD8,1
7953,CD8,1
7954,CD4,1
7955,CD8,1
7956,CD8,1
7957,CD8,1
7958,Monocytes,1
7959,NK,1
7960,CD4,1
7961,CD4,1
7962,Monocytes,1
7963,CD4,1
7964,CD8,1
7965,CD8,1
7966,Monocytes,1
7967,CD4,1
7968,Monocytes,1
7969,Monocytes,1
7970,B Cells,1
7971,CD4,1
7972,NK,1
7973,Monocytes,0
7974,Monocytes,0
7975,Monocytes,0
7976,CD4,1
7977,Monocytes,1
7978,CD4,0
7979,CD4,1
7980,CD8,0
7981,Monocytes,1
7982,CD8,1
7983,CD4,1
7984,Monocytes,1
7985,Monocytes,1
7986,Monocytes,1
7987,CD8,1
7988,Monocytes,1
7989,CD4,1
7990,CD8,0
7991,CD4,1
7992,NK,1
7993,CD4,1
7994,CD4,1
7995,Monocytes,1
7996,CD4,1
7997,CD4,1
7998,CD4,1
7999,CD8,1
8000,CD8,1
8001,NK,0
8002,CD8,1
8003,Monocytes,1
8004,Monocytes,0
8005,NK,1
8006,CD4,1
8007,Dendritic Cells,1
8008,Monocytes,1
8009,CD8,1
8010,CD8,1
8011,NK,1
8012,CD4,1
8013,CD4,1
8014,B Cells,1
8015,Monocytes,1
8016,CD8,1
8017,CD4,1
8018,Monocytes,1
8019,CD8,1
8020,Monocytes,1
8021,CD4,1
8022,Monocytes,1
8023,CD4,0
8024,HSPC,1
8025,CD8,0
8026,Monocytes,1
8027,B Cells,0
8028,Monocytes,1
8029,CD8,1
8030,Dendritic Cells,1
8031,CD8,1
8032,CD4,1
8033,Dendritic Cells,1
8034,CD4,1
8035,B Cells,1
8036,CD4,1
8037,NK,0
8038,CD4,1
8039,CD4,1
8040,CD8,1
8041,NK,1
8042,CD4,0
8043,B Cells,1
8044,Monocytes,1
8045,MAIT,0
8046,CD8,1
8047,CD8,1
8048,Monocytes,1
8049,CD4,1
8050,Monocytes,1
8051,CD8,0
8052,Monocytes,1
8053,Monocytes,1
8054,CD8,1
8055,B Cells,1
8056,CD4,1
8057,CD4,1
8058,Monocytes,1
8059,CD4,1
8060,CD4,1
8061,CD4,0
8062,CD8,1
8063,Monocytes,1
8064,CD4,1
8065,CD4,1
8066,CD4,1
8067,CD4,1
8068,B Cells,1
8069,Monocytes,1
8070,Monocytes,1
8071,CD8,1
8072,CD8,1
8073,CD8,1
8074,Monocytes,1
8075,CD4,1
8076,Monocytes,1
8077,Monocytes,1
8078,CD4,1
8079,CD4,1
8080,CD4,0
8081,CD4,1
8082,Monocytes,1
8083,NK,1
8084,Monocytes,1
8085,CD4,1
8086,Monocytes,1
8087,Monocytes,0
8088,Dendritic Cells,1
8089,HSPC,1
8090,CD4,1
8091,CD8,1
8092,CD8,0
8093,Monocytes,1
8094,CD4,1
8095,CD8,1
8096,CD4,1
8097,CD4,0
8098,Monocytes,1
8099,CD8,0
8100,CD4,1
8101,Monocytes,1
8102,CD4,1
8103,CD8,0
8104,Monocytes,1
8105,CD8,1
8106,CD8,1
8107,NK,1
8108,B Cells,1
8109,CD4,1
8110,Dendritic Cells,1
8111,NK,0
8112,Dendritic Cells,1
8113,B Cells,1
8114,NK,1
8115,Monocytes,0
8116,CD8,0
8117,Dendritic Cells,1
8118,Monocytes,0
8119,CD8,1
8120,CD8,0
8121,Dendritic Cells,1
8122,CD4,1
8123,Monocytes,1
8124,CD4,1
8125,MAIT,1
8126,CD8,0
8127,Monocytes,0
8128,Monocytes,1
8129,CD4,1
8130,B Cells,0
8131,CD4,1
8132,CD8,1
8133,CD4,0
8134,Dendritic Cells,1
8135,CD4,1
8136,CD8,1
8137,CD4,0
8138,CD8,1
8139,CD4,0
8140,Monocytes,1
8141,CD4,1
8142,NK,1
8143,Monocytes,1
8144,CD8,1
8145,Monocytes,1
8146,CD4,1
8147,Monocytes,1
8148,Monocytes,1
8149,CD4,0
8150,Monocytes,1
8151,CD4,1
8152,CD4,1
8153,Monocytes,1
8154,CD8,0
8155,CD4,1
8156,NK,1
8157,CD4,0
8158,CD4,1
8159,NK,1
8160,Monocytes,1
8161,Monocytes,0
8162,CD8,1
8163,CD8,1
8164,CD4,1
8165,Monocytes,1
8166,B Cells,0
8167,CD4,1
8168,Monocytes,1
8169,CD8,0
8170,Monocytes,1
8171,CD8,0
8172,Monocytes,1
8173,Monocytes,1
8174,CD8,1
8175,Monocytes,1
8176,CD4,0
8177,CD8,1
8178,Monocytes,0
8179,Monocytes,1
8180,CD4,1
8181,B Cells,0
8182,CD8,1
8183,Monocytes,1
8184,Monocytes,1
8185,MAIT,0
8186,Monocytes,1
8187,Monocytes,1
8188,Monocytes,1
8189,CD8,1
8190,CD8,1
8191,NK,1
8192,Monocytes,0
8193,CD4,1
8194,B Cells,0
8195,Dendritic Cells,1
8196,Monocytes,1
8197,Monocytes,0
8198,Monocytes,1
8199,B Cells,1
8200,CD8,1
8201,Dendritic Cells,1
8202,Dendritic Cells,1
8203,Monocytes,1
8204,CD4,1
8205,Monocytes,0
8206,CD8,1
8207,NK,1
8208,Monocytes,1
8209,CD4,1
8210,CD4,1
8211,Monocytes,1
8212,CD8,1
8213,CD4,1
8214,B Cells,0
8215,Monocytes,1
8216,CD4,1
8217,CD4,1
8218,B Cells,1
8219,CD4,1
8220,Monocytes,1
8221,B Cells,1
8222,Monocytes,1
8223,B Cells,1
8224,CD8,0
8225,CD8,0
8226,CD4,1
8227,Monocytes,1
8228,CD4,1
8229,Monocytes,1
8230,CD4,1
8231,CD8,0
8232,CD4,1
8233,Monocytes,1
8234,CD8,1
8235,CD8,1
8236,Monocytes,1
8237,CD8,1
8238,CD4,1
8239,CD4,1
8240,NK,0
8241,Monocytes,0
8242,CD4,1
8243,Monocytes,1
8244,CD8,1
8245,Monocytes,1
8246,Dendritic Cells,1
8247,NK,1
8248,Monocytes,1
8249,Monocytes,1
8250,NK,1
8251,Monocytes,0
8252,Monocytes,0
8253,CD8,1
8254,CD4,1
8255,CD4,0
8256,B Cells,1
8257,CD4,1
8258,B Cells,1
8259,CD8,1
8260,CD8,1
8261,CD8,1
8262,CD8,1
8263,CD4,1
8264,CD8,1
8265,CD8,1
8266,Monocytes,1
8267,CD4,1
8268,CD8,1
8269,CD8,1
8270,CD4,1
8271,CD8,1
8272,CD4,1
8273,Monocytes,1
8274,Monocytes,1
8275,CD4,1
8276,B Cells,0
8277,Monocytes,1
8278,CD4,1
8279,CD4,1
8280,Monocytes,1
8281,CD4,1
8282,Monocytes,0
8283,B Cells,1
8284,Monocytes,1
8285,Monocytes,1
8286,CD4,1
8287,Monocytes,1
8288,B Cells,1
8289,CD4,1
8290,CD8,1
8291,B Cells,1
8292,Monocytes,1
8293,CD8,1
8294,CD4,0
8295,CD4,1
8296,Monocytes,1
8297,Monocytes,1
8298,CD4,1
8299,Monocytes,1
8300,Monocytes,0
8301,CD4,1
8302,Dendritic Cells,1
8303,CD4,1
8304,CD4,1
8305,CD8,0
8306,CD4,1
8307,CD8,1
8308,CD4,1
8309,CD8,1
8310,CD4,1
8311,NK,0
8312,CD8,0
8313,CD8,1
8314,NK,0
8315,CD4,1
8316,CD8,0
8317,CD4,0
8318,NK,1
8319,CD8,1
8320,B Cells,1
8321,Monocytes,1
8322,CD4,1
8323,CD4,1
8324,CD4,1
8325,Monocytes,1
8326,CD4,1
8327,Monocytes,0
8328,CD4,1
8329,CD8,1
8330,CD4,1
8331,CD4,1
8332,CD8,1
8333,B Cells,0
8334,CD4,1
8335,CD4,1
8336,CD8,1
8337,Monocytes,1
8338,Monocytes,0
8339,CD8,1
8340,CD4,0
8341,Monocytes,1
8342,Monocytes,1
8343,Monocytes,1
8344,Monocytes,1
8345,CD4,1
8346,Monocytes,1
8347,Monocytes,1
8348,Monocytes,1
8349,Monocytes,1
8350,CD8,1
8351,CD8,0
8352,Monocytes,1
8353,B Cells,1
8354,B Cells,1
8355,Monocytes,1
8356,Monocytes,1
8357,CD4,1
8358,CD8,1
8359,B Cells,0
8360,Monocytes,1
8361,CD4,1
8362,Monocytes,1
8363,CD8,1
8364,CD8,1
8365,CD8,1
8366,CD4,1
8367,CD4,1
8368,CD4,1
8369,B Cells,1
8370,CD4,1
8371,CD4,0
8372,CD4,1
8373,CD4,1
8374,NK,0
8375,CD4,1
8376,Monocytes,1
8377,CD8,1
8378,CD4,1
8379,CD4,0
8380,Monocytes,1
8381,NK,0
8382,Monocytes,1
8383,Monocytes,0
8384,CD8,1
8385,Monocytes,0
8386,CD8,1
8387,CD8,1
8388,NK,1
8389,Monocytes,0
8390,CD4,1
8391,Dendritic Cells,1
8392,Monocytes,1
8393,Monocytes,1
8394,CD4,1
8395,CD8,1
8396,Monocytes,0
8397,CD4,1
8398,CD4,1
8399,CD4,1
8400,Monocytes,1
8401,CD4,0
8402,CD8,1
8403,Monocytes,1
8404,CD8,1
8405,Monocytes,1
8406,CD4,1
8407,Monocytes,1
8408,CD8,1
8409,CD8,1
8410,B Cells,1
8411,MAIT,0
8412,CD8,1
8413,CD4,1
8414,MAIT,0
8415,Monocytes,0
8416,CD8,1
8417,Dendritic Cells,0
8418,CD8,1
8419,CD4,1
8420,CD4,1
8421,Monocytes,1
8422,Monocytes,1
8423,CD8,1
8424,Monocytes,1
8425,Monocytes,1
8426,Monocytes,1
8427,CD4,1
8428,Monocytes,1
8429,Monocytes,1
8430,Monocytes,0
8431,Dendritic Cells,1
8432,CD4,1
8433,Monocytes,1
8434,CD8,1
8435,CD8,1
8436,B Cells,1
8437,CD4,1
8438,Monocytes,1
8439,CD4,1
8440,Dendritic Cells,1
8441,CD4,1
8442,Monocytes,1
8443,B Cells,1
8444,Monocytes,0
8445,CD4,1
8446,Monocytes,1
8447,B Cells,0
8448,Monocytes,1
8449,CD4,1
8450,CD4,1
8451,CD8,1
8452,CD4,0
8453,CD4,1
8454,CD4,1
8455,CD4,0
8456,Monocytes,1
8457,NK,1
8458,Monocytes,1
8459,Monocytes,0
8460,CD8,1
8461,CD4,1
8462,CD8,1
8463,Monocytes,1
8464,B Cells,1
8465,Monocytes,1
8466,CD4,1
8467,Monocytes,1
8468,CD8,1
8469,B Cells,1
8470,CD4,1
8471,B Cells,1
8472,CD8,1
8473,B Cells,1
8474,Dendritic Cells,0
8475,Monocytes,1
8476,Monocytes,1
8477,CD8,1
8478,CD8,0
8479,CD8,1
8480,Monocytes,0
8481,Monocytes,1
8482,B Cells,1
8483,CD4,1
8484,CD4,1
8485,CD8,1
8486,Monocytes,0
8487,B Cells,1
8488,CD8,1
8489,CD8,1
8490,Monocytes,1
8491,HSPC,1
8492,CD8,0
8493,CD8,0
8494,Monocytes,1
8495,B Cells,1
8496,Monocytes,1
8497,CD4,1
8498,CD4,1
8499,Monocytes,1
8500,B Cells,1
8501,B Cells,1
8502,NK,1
8503,CD8,1
8504,Monocytes,0
8505,CD8,1
8506,CD4,1
8507,CD4,1
8508,Monocytes,0
8509,CD4,1
8510,CD4,0
8511,Monocytes,1
8512,CD4,1
8513,B Cells,1
8514,CD4,0
8515,CD4,1
8516,CD4,1
8517,NK,1
8518,CD8,1
8519,CD4,1
8520,CD4,1
8521,B Cells,1
8522,Monocytes,1
8523,CD4,1
8524,CD8,0
8525,CD4,1
8526,Monocytes,1
8527,CD4,1
8528,Monocytes,1
8529,Monocytes,1
8530,CD4,1
8531,MAIT,1
8532,CD8,0
8533,CD4,0
8534,CD8,1
8535,HSPC,0
8536,Monocytes,1
8537,CD4,1
8538,CD4,0
8539,CD8,1
8540,Monocytes,1
8541,B Cells,1
8542,CD8,1
8543,CD4,1
8544,CD8,1
8545,Monocytes,1
8546,CD8,1
8547,Monocytes,0
8548,CD8,0
8549,Monocytes,1
8550,CD4,1
8551,CD4,1
8552,CD8,1
8553,CD4,1
8554,CD4,1
8555,CD8,1
8556,Monocytes,1
8557,Monocytes,1
8558,NK,1
8559,CD4,1
8560,Monocytes,0
8561,CD4,1
8562,Monocytes,0
8563,CD4,1
8564,Monocytes,1
8565,Dendritic Cells,1
8566,CD4,1
8567,B Cells,0
8568,Monocytes,1
8569,Monocytes,1
8570,CD8,1
8571,NK,1
8572,CD4,1
8573,Monocytes,1
8574,CD8,1
8575,CD4,0
8576,CD4,1
8577,Monocytes,1
8578,Monocytes,1
8579,Monocytes,1
8580,Monocytes,1
8581,CD4,0
8582,Monocytes,1
8583,Monocytes,1
8584,Monocytes,1
8585,Dendritic Cells,1
8586,CD4,1
8587,B Cells,1
8588,MAIT,1
8589,B Cells,0
8590,Monocytes,1
8591,CD4,0
8592,B Cells,1
8593,CD4,0
8594,Dendritic Cells,1
8595,NK,1
8596,CD8,0
8597,Monocytes,1
8598,B Cells,0
8599,Monocytes,1
8600,B Cells,1
8601,CD4,1
8602,CD8,0
8603,Dendritic Cells,1
8604,Monocytes,1
8605,CD4,1
8606,CD8,0
8607,Monocytes,1
8608,Monocytes,1
8609,Monocytes,0
8610,Monocytes,1
8611,MAIT,1
8612,Dendritic Cells,0
8613,Monocytes,0
8614,NK,1
8615,B Cells,1
8616,CD4,1
8617,CD4,1
8618,Dendritic Cells,1
8619,CD8,1
8620,Monocytes,1
8621,Monocytes,0
8622,CD4,1
8623,Monocytes,1
8624,HSPC,1
